# Wordlist

# META
@date:2012-11-23
@source_author:Huber, Randall Q. & Reed, Robert B.
@source_title:VOCABULARIO COMPARATIVO - Palabras Selectas de Lenguas Indígenas de Colombia
@source_year:1992
@url:http://www.quanthistling.info/data/source/huber1992/wordlist.html

# DATA
ID	DOCULECT	TOKENS	CONCEPT	QLCID	COUNTERPART
16513	witoto ni̵pode	b a ɗ ɯ	ALLÍ_THERE	huber1992/witoto ni̵pode/ALLÍ_THERE	baɗɯ́
16514	witoto ni̵pode	h a d ɯ	ALLÍ_THERE	huber1992/witoto ni̵pode/ALLÍ_THERE	hadɯ́
16971	miraña	e tsʰ i i	ALLÍ_THERE	huber1992/miraña/ALLÍ_THERE	étsʰií
16972	miraña	e ʔ ʧ e e	ALLÍ_THERE	huber1992/miraña/ALLÍ_THERE	éʔʧeé
17370	piratapuyo	s õ ʔ õ p i̵	ALLÍ_THERE	huber1992/piratapuyo/ALLÍ_THERE	sõʔõpi̵
17788	playero	h o t a r e k a	ALLÍ_THERE	huber1992/playero/ALLÍ_THERE	hótareka
18210	witoto murui	b a t ɯ n e	ALLÍ_THERE	huber1992/witoto murui/ALLÍ_THERE	batɯne
18211	witoto murui	h a d ɯ	ALLÍ_THERE	huber1992/witoto murui/ALLÍ_THERE	hadɯ
18701	ocaina	tʲ ã ã	ALLÍ_THERE	huber1992/ocaina/ALLÍ_THERE	tʲãã
18702	ocaina	d z i r a h ɯ̃ ʔ	ALLÍ_THERE	huber1992/ocaina/ALLÍ_THERE	dziráhɯ̃ʔ
19439	piapoco	a l e d e	ALLÍ_THERE	huber1992/piapoco/ALLÍ_THERE	aléde
19440	piapoco	a l e	ALLÍ_THERE	huber1992/piapoco/ALLÍ_THERE	alé
19807	puinave	h ə n	ALLÍ_THERE	huber1992/puinave/ALLÍ_THERE	hən
20159	resígaro	n e e	ALLÍ_THERE	huber1992/resígaro/ALLÍ_THERE	neé
20515	sáliba	ʤ e h e ʔ e	ALLÍ_THERE	huber1992/sáliba/ALLÍ_THERE	ʤeheʔe
20516	sáliba	ʤ e m e ʔ	ALLÍ_THERE	huber1992/sáliba/ALLÍ_THERE	ʤemeʔ
20517	sáliba	ʤ e n o ʔ o	ALLÍ_THERE	huber1992/sáliba/ALLÍ_THERE	ʤenoʔo
20876	siona	k e d u	ALLÍ_THERE	huber1992/siona/ALLÍ_THERE	kedu
21252	siriano	s õ ʔ õ	ALLÍ_THERE	huber1992/siriano/ALLÍ_THERE	sõʔṍ
21631	tatuyo	h õ p i̵	ALLÍ_THERE	huber1992/tatuyo/ALLÍ_THERE	hõpi̵
21632	tatuyo	p t o	ALLÍ_THERE	huber1992/tatuyo/ALLÍ_THERE	pto
21633	tatuyo	t o p i̵	ALLÍ_THERE	huber1992/tatuyo/ALLÍ_THERE	topi̵
22010	tucano	s õ ʔ õ p i̵	ALLÍ_THERE	huber1992/tucano/ALLÍ_THERE	sõʔõpí̵
22406	embera Tadó	h ã m a	ALLÍ_THERE	huber1992/embera Tadó/ALLÍ_THERE	hã́ma
22796	tanimuca	i t o r ã	ALLÍ_THERE	huber1992/tanimuca/ALLÍ_THERE	itorã
22797	tanimuca	t o r ã	ALLÍ_THERE	huber1992/tanimuca/ALLÍ_THERE	torã
23155	tunebo central	e s a r a	ALLÍ_THERE	huber1992/tunebo central/ALLÍ_THERE	ésara
23693	tsafiqui pila	h u n t e	ALLÍ_THERE	huber1992/tsafiqui pila/ALLÍ_THERE	hunte
24007	totoró	u j u	ALLÍ_THERE	huber1992/totoró/ALLÍ_THERE	uju
24008	totoró	i̵ ɕ i̵	ALLÍ_THERE	huber1992/totoró/ALLÍ_THERE	i̵ɕi̵
24363	tuyuca	h õ õ	ALLÍ_THERE	huber1992/tuyuca/ALLÍ_THERE	hõṍ
24364	tuyuca	h õ õ p i̵	ALLÍ_THERE	huber1992/tuyuca/ALLÍ_THERE	hõṍpi̵
24622	waimaja	t o o p i̵	ALLÍ_THERE	huber1992/waimaja/ALLÍ_THERE	tóópí̵
24623	waimaja	õ õ	ALLÍ_THERE	huber1992/waimaja/ALLÍ_THERE	ṍṍ
24624	waimaja	õ õ p i̵	ALLÍ_THERE	huber1992/waimaja/ALLÍ_THERE	ṍṍpi̵
25336	wounaan	a ʧ u m	ALLÍ_THERE	huber1992/wounaan/ALLÍ_THERE	aʧum
25337	wounaan	h ã m	ALLÍ_THERE	huber1992/wounaan/ALLÍ_THERE	hãm
25338	wounaan	h ã i g	ALLÍ_THERE	huber1992/wounaan/ALLÍ_THERE	hãig
25746	wanano	s õ ʔ õ p i̵	ALLÍ_THERE	huber1992/wanano/ALLÍ_THERE	sõʔõpi̵
26246	wayuu	j a l a	ALLÍ_THERE	huber1992/wayuu/ALLÍ_THERE	jalá
26247	wayuu	j a l a j a	ALLÍ_THERE	huber1992/wayuu/ALLÍ_THERE	jalajá
26716	yucuna	a ʔ a x n a r e	ALLÍ_THERE	huber1992/yucuna/ALLÍ_THERE	aʔaxnáre
27064	yukpa	o j o	ALLÍ_THERE	huber1992/yukpa/ALLÍ_THERE	ójo
27444	yurutí	õ õ p i̵	ALLÍ_THERE	huber1992/yurutí/ALLÍ_THERE	ṍõpi̵
#
291	kamsá	ts i̵ ɕ i j a n a	AMARILLO_YELLOW	huber1992/kamsá/AMARILLO_YELLOW	tsi̵ɕijána
873	baniva	ɛ w a d a l i	AMARILLO_YELLOW	huber1992/baniva/AMARILLO_YELLOW	ɛwádali
1528	achagua	m e ʒ e k i i	AMARILLO_YELLOW	huber1992/achagua/AMARILLO_YELLOW	meʒekii
1945	epena Saija	kʰ u a ɾ a a	AMARILLO_YELLOW	huber1992/epena Saija/AMARILLO_YELLOW	kʰuaɾáa
2329	awa	n a t a m	AMARILLO_YELLOW	huber1992/awa/AMARILLO_YELLOW	natam
2695	epena basurudó	kʰ u a ɾ a	AMARILLO_YELLOW	huber1992/epena basurudó/AMARILLO_YELLOW	kʰuaɾá
3323	bora	ʧ i x kʰʲ a n e ɯ β ɯ	AMARILLO_YELLOW	huber1992/bora/AMARILLO_YELLOW	ʧíxkʰʲáneɯ́βɯ́
3745	giacone	e u a k a # i i k u p e r i	AMARILLO_YELLOW	huber1992/giacone/AMARILLO_YELLOW	euáka iikúperi
3746	giacone	i i r i p e r i	AMARILLO_YELLOW	huber1992/giacone/AMARILLO_YELLOW	iiríperi
4025	barí	k a r i k a ʃ u g d u ɾ ə	AMARILLO_YELLOW	huber1992/barí/AMARILLO_YELLOW	karikaʃugduɾə
4383	bará	e w i̵	AMARILLO_YELLOW	huber1992/bará/AMARILLO_YELLOW	ewí̵
4878	guahibo	w a j a n a	AMARILLO_YELLOW	huber1992/guahibo/AMARILLO_YELLOW	wajána
5335	barasana	s i̵ r i	AMARILLO_YELLOW	huber1992/barasana/AMARILLO_YELLOW	si̵rí
5843	secoya	s ĩ̵ ʔ j õ h a ʔ i k o	AMARILLO_YELLOW	huber1992/secoya/AMARILLO_YELLOW	sĩ̵ʔjõhaʔiko
6199	cha'palaachi	l a h k i lʲ i lʲ i	AMARILLO_YELLOW	huber1992/cha'palaachi/AMARILLO_YELLOW	lahkilʲilʲi
6527	guambiano	i̵ s k i̵	AMARILLO_YELLOW	huber1992/guambiano/AMARILLO_YELLOW	i̵ski̵
6978	cuiba	d a e n a	AMARILLO_YELLOW	huber1992/cuiba/AMARILLO_YELLOW	dáena
7374	carijona	k a n a n a m o n o	AMARILLO_YELLOW	huber1992/carijona/AMARILLO_YELLOW	kananamono
7762	macuna	b o d e a	AMARILLO_YELLOW	huber1992/macuna/AMARILLO_YELLOW	bodea
8144	chimila	t j o ŋ g r a w a t u u	AMARILLO_YELLOW	huber1992/chimila/AMARILLO_YELLOW	tjóŋgrawatúu
8578	guayabero	p a w a e r l a x	AMARILLO_YELLOW	huber1992/guayabero/AMARILLO_YELLOW	pawáerlax
8986	embera chamí	kʰ u a ɾ a	AMARILLO_YELLOW	huber1992/embera chamí/AMARILLO_YELLOW	kʰúaɾa
9376	carapana	e w a r i j e	AMARILLO_YELLOW	huber1992/carapana/AMARILLO_YELLOW	ewaríje
9744	curripaco	e w a d a l i	AMARILLO_YELLOW	huber1992/curripaco/AMARILLO_YELLOW	ewadali
10099	ika	ʧ ə m m i	AMARILLO_YELLOW	huber1992/ika/AMARILLO_YELLOW	ʧə́mmi
10495	catío	kʰ u a ɾ a	AMARILLO_YELLOW	huber1992/catío/AMARILLO_YELLOW	kʰuaɾá
10496	catío	w ã ɾ ã kʰ a u	AMARILLO_YELLOW	huber1992/catío/AMARILLO_YELLOW	wãɾãkʰau
10903	cubeo	k ĩ̵ r ã h ĩ̵ b ẽ d õ	AMARILLO_YELLOW	huber1992/cubeo/AMARILLO_YELLOW	kĩ̵rã́hĩ̵́bẽdõ
11417	muinane	g i i g i β a n o	AMARILLO_YELLOW	huber1992/muinane/AMARILLO_YELLOW	gíígiβano
11866	desano	b o r e	AMARILLO_YELLOW	huber1992/desano/AMARILLO_YELLOW	boré
12236	inga	k i lʲ u	AMARILLO_YELLOW	huber1992/inga/AMARILLO_YELLOW	kílʲu
12605	dí̵mi̵na	k i̵ ʃ k w a m a	AMARILLO_YELLOW	huber1992/dí̵mi̵na/AMARILLO_YELLOW	ki̵ʃkwama
12968	embera Darién	kʰ u a ɾ a	AMARILLO_YELLOW	huber1992/embera Darién/AMARILLO_YELLOW	kʰuaɾá
13299	nukak	ʤ o l e	AMARILLO_YELLOW	huber1992/nukak/AMARILLO_YELLOW	ʤole²
13625	jupda	t o h o h	AMARILLO_YELLOW	huber1992/jupda/AMARILLO_YELLOW	tohoh
13626	jupda	t o h o h o h	AMARILLO_YELLOW	huber1992/jupda/AMARILLO_YELLOW	tohohoh
13968	jitnu	ts i̵ ts i̵ k a	AMARILLO_YELLOW	huber1992/jitnu/AMARILLO_YELLOW	tsi̵tsi̵ká
14359	koreguaje	p a ʤ o h a ʔ ʤ e	AMARILLO_YELLOW	huber1992/koreguaje/AMARILLO_YELLOW	paʤohaʔʤe
14775	páez	l e m	AMARILLO_YELLOW	huber1992/páez/AMARILLO_YELLOW	lem
14776	páez	ʃ k i i k j	AMARILLO_YELLOW	huber1992/páez/AMARILLO_YELLOW	ʃkiikj
15217	kakua	b i̵ w # h ĩ̵ b d ĩ	AMARILLO_YELLOW	huber1992/kakua/AMARILLO_YELLOW	bi̵w⁴ hĩ̵b⁴dĩ⁴
15668	witoto mi̵ni̵ca	b o r a r e d e	AMARILLO_YELLOW	huber1992/witoto mi̵ni̵ca/AMARILLO_YELLOW	borárede
16079	kogui	ə ts i̵ ʃ i	AMARILLO_YELLOW	huber1992/kogui/AMARILLO_YELLOW	ətsí̵ʃi
16502	witoto ni̵pode	b o r a r e d e	AMARILLO_YELLOW	huber1992/witoto ni̵pode/AMARILLO_YELLOW	borárede
16958	miraña	ʧ i h kʰ a n e	AMARILLO_YELLOW	huber1992/miraña/AMARILLO_YELLOW	ʧíhkʰane
16959	miraña	ʧ i i ʧ i β a n e	AMARILLO_YELLOW	huber1992/miraña/AMARILLO_YELLOW	ʧííʧiβáne
17357	piratapuyo	b o h o j a j e	AMARILLO_YELLOW	huber1992/piratapuyo/AMARILLO_YELLOW	bohojaje
17358	piratapuyo	e w i̵	AMARILLO_YELLOW	huber1992/piratapuyo/AMARILLO_YELLOW	ewi̵
17775	playero	p e w a tʰ o b i w a ʧ i	AMARILLO_YELLOW	huber1992/playero/AMARILLO_YELLOW	pewatʰobíwaʧi
17776	playero	w a t o n o w a	AMARILLO_YELLOW	huber1992/playero/AMARILLO_YELLOW	watonówa
18198	witoto murui	b o r a r e d e	AMARILLO_YELLOW	huber1992/witoto murui/AMARILLO_YELLOW	borarede
18688	ocaina	b o o r a	AMARILLO_YELLOW	huber1992/ocaina/AMARILLO_YELLOW	bóóra
19425	piapoco	e e w e e r i	AMARILLO_YELLOW	huber1992/piapoco/AMARILLO_YELLOW	éewéeri
19426	piapoco	e e w e e r i # e e w a i r i	AMARILLO_YELLOW	huber1992/piapoco/AMARILLO_YELLOW	éewéeri éewaíri
19796	puinave	h u t	AMARILLO_YELLOW	huber1992/puinave/AMARILLO_YELLOW	hut
20502	sáliba	e w a ʔ a	AMARILLO_YELLOW	huber1992/sáliba/AMARILLO_YELLOW	ewaʔa
20503	sáliba	e e w a ʔ a	AMARILLO_YELLOW	huber1992/sáliba/AMARILLO_YELLOW	eewaʔa
21242	siriano	b o r e	AMARILLO_YELLOW	huber1992/siriano/AMARILLO_YELLOW	boré
21620	tatuyo	h i̵ r i	AMARILLO_YELLOW	huber1992/tatuyo/AMARILLO_YELLOW	hi̵rí
21999	tucano	e w i̵	AMARILLO_YELLOW	huber1992/tucano/AMARILLO_YELLOW	ewí̵
22784	tanimuca	b o s i a	AMARILLO_YELLOW	huber1992/tanimuca/AMARILLO_YELLOW	bosia
22785	tanimuca	h ũ ʔ s i p o ʔ a	AMARILLO_YELLOW	huber1992/tanimuca/AMARILLO_YELLOW	hũʔsipoʔa
23145	tunebo central	t a w̃ a j a	AMARILLO_YELLOW	huber1992/tunebo central/AMARILLO_YELLOW	taw̃aja
23682	tsafiqui pila	l a k e b a n	AMARILLO_YELLOW	huber1992/tsafiqui pila/AMARILLO_YELLOW	lakeban
23998	totoró	i̵ s k i̵ t i k	AMARILLO_YELLOW	huber1992/totoró/AMARILLO_YELLOW	i̵ski̵tik
24855	waimaja	h i̵ r i r i h e	AMARILLO_YELLOW	huber1992/waimaja/AMARILLO_YELLOW	hi̵riríhe
24856	waimaja	h i̵ r i r i h e	AMARILLO_YELLOW	huber1992/waimaja/AMARILLO_YELLOW	hi̵rírihe
25324	wounaan	ʔ u a s ʔ ã u	AMARILLO_YELLOW	huber1992/wounaan/AMARILLO_YELLOW	ʔuasʔãu
25734	wanano	e w i̵	AMARILLO_YELLOW	huber1992/wanano/AMARILLO_YELLOW	ewi̵
26231	wayuu	m a r i i j a s i̵	AMARILLO_YELLOW	huber1992/wayuu/AMARILLO_YELLOW	maríijasi̵
26232	wayuu	m a l a u k a t i̵ s i̵	AMARILLO_YELLOW	huber1992/wayuu/AMARILLO_YELLOW	maláukati̵si̵
26706	yucuna	h e w a n i	AMARILLO_YELLOW	huber1992/yucuna/AMARILLO_YELLOW	hewáni
27049	yukpa	t a t a s k a n o	AMARILLO_YELLOW	huber1992/yukpa/AMARILLO_YELLOW	tatáskano
27432	yurutí	e w i̵	AMARILLO_YELLOW	huber1992/yurutí/AMARILLO_YELLOW	éwi̵
#
334	kamsá	t i̵ n tɕ a	ANCHO_WIDE	huber1992/kamsá/ANCHO_WIDE	ti̵ntɕá
1572	achagua	m a n u ʃ i i d a i	ANCHO_WIDE	huber1992/achagua/ANCHO_WIDE	manúʃiidai
1984	epena Saija	h o b i̵ a	ANCHO_WIDE	huber1992/epena Saija/ANCHO_WIDE	hobí̵a
2367	awa	a i ʧ	ANCHO_WIDE	huber1992/awa/ANCHO_WIDE	aiʧ
2723	epena basurudó	h o b u a	ANCHO_WIDE	huber1992/epena basurudó/ANCHO_WIDE	hobúa
3395	bora	kʰ o r i̵ i̵ n e	ANCHO_WIDE	huber1992/bora/ANCHO_WIDE	kʰorí̵í̵né
3396	bora	m i tʰ j a n e	ANCHO_WIDE	huber1992/bora/ANCHO_WIDE	mítʰjane
4049	barí	k o k ʃ a d ə r ə	ANCHO_WIDE	huber1992/barí/ANCHO_WIDE	kokʃadərə
4421	bará	e h a	ANCHO_WIDE	huber1992/bará/ANCHO_WIDE	eha
4930	guahibo	a j a i i t a b a r a	ANCHO_WIDE	huber1992/guahibo/ANCHO_WIDE	ajáiitabara
5378	barasana	e j a	ANCHO_WIDE	huber1992/barasana/ANCHO_WIDE	ejá
5882	secoya	h a i k o	ANCHO_WIDE	huber1992/secoya/ANCHO_WIDE	haiko
6237	cha'palaachi	b u ŋ g u	ANCHO_WIDE	huber1992/cha'palaachi/ANCHO_WIDE	buŋgu
6559	guambiano	l e n t i̵	ANCHO_WIDE	huber1992/guambiano/ANCHO_WIDE	lenti̵
7024	cuiba	a p i p i j a	ANCHO_WIDE	huber1992/cuiba/ANCHO_WIDE	apipíja
7025	cuiba	p e r e k a	ANCHO_WIDE	huber1992/cuiba/ANCHO_WIDE	peréka
7402	carijona	m ɯ h a n o m o n o m e	ANCHO_WIDE	huber1992/carijona/ANCHO_WIDE	mɯhanomonome
7800	macuna	e j a	ANCHO_WIDE	huber1992/macuna/ANCHO_WIDE	eja
8179	chimila	k a ʔ j e ʔ	ANCHO_WIDE	huber1992/chimila/ANCHO_WIDE	káʔjeʔ
8614	guayabero	p i n j a t u	ANCHO_WIDE	huber1992/guayabero/ANCHO_WIDE	pinjatú
9026	embera chamí	h õ pʰ a r e a	ANCHO_WIDE	huber1992/embera chamí/ANCHO_WIDE	hõpʰaréa
9408	carapana	e s a	ANCHO_WIDE	huber1992/carapana/ANCHO_WIDE	ésá
9777	curripaco	m a k a i t e	ANCHO_WIDE	huber1992/curripaco/ANCHO_WIDE	makaite
10136	ika	w ə g i̵	ANCHO_WIDE	huber1992/ika/ANCHO_WIDE	wə́gi̵
10536	catío	h o b i̵ a	ANCHO_WIDE	huber1992/catío/ANCHO_WIDE	hobí̵a
10944	cubeo	i̵ r a r õ	ANCHO_WIDE	huber1992/cubeo/ANCHO_WIDE	i̵rárõ
11474	muinane	k a r e k u n o	ANCHO_WIDE	huber1992/muinane/ANCHO_WIDE	kárékuno
11899	desano	e j a	ANCHO_WIDE	huber1992/desano/ANCHO_WIDE	eja
12270	inga	m a n a # k i ʧ k i	ANCHO_WIDE	huber1992/inga/ANCHO_WIDE	mána kíʧki
12636	dí̵mi̵na	s i̵ r u m p i̵ n g w a g a	ANCHO_WIDE	huber1992/dí̵mi̵na/ANCHO_WIDE	si̵rumpi̵ngwaga
12998	embera Darién	h o u ɓ i̵ a	ANCHO_WIDE	huber1992/embera Darién/ANCHO_WIDE	houɓi̵a
13329	nukak	n i ʔ	ANCHO_WIDE	huber1992/nukak/ANCHO_WIDE	niʔ⁴
13646	jupda	w e h	ANCHO_WIDE	huber1992/jupda/ANCHO_WIDE	weh
13998	jitnu	p e k n a i̵ n	ANCHO_WIDE	huber1992/jitnu/ANCHO_WIDE	peknái̵n
14407	koreguaje	i̵ h a ã ʔ k a p i̵	ANCHO_WIDE	huber1992/koreguaje/ANCHO_WIDE	i̵haãʔkapi̵
14822	páez	t a p e	ANCHO_WIDE	huber1992/páez/ANCHO_WIDE	tape
15260	kakua	b i̵ d i # b i̵ w a	ANCHO_WIDE	huber1992/kakua/ANCHO_WIDE	bi̵di¹ bi̵wa³
15713	witoto mi̵ni̵ca	a i ʤ u e	ANCHO_WIDE	huber1992/witoto mi̵ni̵ca/ANCHO_WIDE	áiʤue
15714	witoto mi̵ni̵ca	i a i r o r e d e	ANCHO_WIDE	huber1992/witoto mi̵ni̵ca/ANCHO_WIDE	íairorede
16117	kogui	w e p a k u e	ANCHO_WIDE	huber1992/kogui/ANCHO_WIDE	wépakue
16539	witoto ni̵pode	a i ʤ u e	ANCHO_WIDE	huber1992/witoto ni̵pode/ANCHO_WIDE	áiʤue
16540	witoto ni̵pode	i a i r o r e d e	ANCHO_WIDE	huber1992/witoto ni̵pode/ANCHO_WIDE	íairorede
17001	miraña	ʧ i rʲ a a n e	ANCHO_WIDE	huber1992/miraña/ANCHO_WIDE	ʧírʲaáne
17402	piratapuyo	e ʔ s a r i	ANCHO_WIDE	huber1992/piratapuyo/ANCHO_WIDE	eʔsari
17815	playero	w a r e t u t u	ANCHO_WIDE	huber1992/playero/ANCHO_WIDE	waretutú
18237	witoto murui	a i ʤ u e	ANCHO_WIDE	huber1992/witoto murui/ANCHO_WIDE	aiʤue
18238	witoto murui	d ɯ a r o θ e	ANCHO_WIDE	huber1992/witoto murui/ANCHO_WIDE	dɯaroθe
18730	ocaina	a h a a r a	ANCHO_WIDE	huber1992/ocaina/ANCHO_WIDE	aháára
19034	orejón	h a i	ANCHO_WIDE	huber1992/orejón/ANCHO_WIDE	hai
19468	piapoco	k a u k u i r i	ANCHO_WIDE	huber1992/piapoco/ANCHO_WIDE	káukuíri
19469	piapoco	k a u k u i r i # k a u k u i r i	ANCHO_WIDE	huber1992/piapoco/ANCHO_WIDE	káukuíri kaúkuíri
19834	puinave	p e k	ANCHO_WIDE	huber1992/puinave/ANCHO_WIDE	pek
20183	resígaro	ʤ i ʤ a a g u	ANCHO_WIDE	huber1992/resígaro/ANCHO_WIDE	ʤíʤaagú
20534	sáliba	g o d e	ANCHO_WIDE	huber1992/sáliba/ANCHO_WIDE	gode
20535	sáliba	w o d e	ANCHO_WIDE	huber1992/sáliba/ANCHO_WIDE	wode
20895	siona	w ã ĩ j e	ANCHO_WIDE	huber1992/siona/ANCHO_WIDE	wãĩje
21280	siriano	e ʔ j a	ANCHO_WIDE	huber1992/siriano/ANCHO_WIDE	eʔjá
21653	tatuyo	e h a r o	ANCHO_WIDE	huber1992/tatuyo/ANCHO_WIDE	éharo
22037	tucano	e ʔ s a	ANCHO_WIDE	huber1992/tucano/ANCHO_WIDE	eʔsa
22431	embera Tadó	h o ɓ u a	ANCHO_WIDE	huber1992/embera Tadó/ANCHO_WIDE	hoɓúa
22432	embera Tadó	ʧ i # ʧ o # ɓ e a	ANCHO_WIDE	huber1992/embera Tadó/ANCHO_WIDE	ʧi ʧo ɓéa
22823	tanimuca	h o ʔ b a k a	ANCHO_WIDE	huber1992/tanimuca/ANCHO_WIDE	hoʔbaka
23381	tariano	h a n u p e	ANCHO_WIDE	huber1992/tariano/ANCHO_WIDE	hanúpe
23719	tsafiqui pila	h e l e l e n	ANCHO_WIDE	huber1992/tsafiqui pila/ANCHO_WIDE	helelen
23720	tsafiqui pila	w a # f o r o	ANCHO_WIDE	huber1992/tsafiqui pila/ANCHO_WIDE	wa foro
24026	totoró	k w a l i k t i k	ANCHO_WIDE	huber1992/totoró/ANCHO_WIDE	kwaliktik
24390	tuyuca	e s a	ANCHO_WIDE	huber1992/tuyuca/ANCHO_WIDE	esá
24906	waimaja	e h a	ANCHO_WIDE	huber1992/waimaja/ANCHO_WIDE	ehá
24907	waimaja	e h a r r o	ANCHO_WIDE	huber1992/waimaja/ANCHO_WIDE	ehárró
25368	wounaan	pʰ e e u r e e	ANCHO_WIDE	huber1992/wounaan/ANCHO_WIDE	pʰeeuree
25369	wounaan	pʰ e pʰ e r g	ANCHO_WIDE	huber1992/wounaan/ANCHO_WIDE	pʰepʰerg
25775	wanano	s a r i	ANCHO_WIDE	huber1992/wanano/ANCHO_WIDE	sari
26289	wayuu	h e r u ts i̵	ANCHO_WIDE	huber1992/wayuu/ANCHO_WIDE	herútsi̵
26743	yucuna	ʧ i ʔ i t a h e	ANCHO_WIDE	huber1992/yucuna/ANCHO_WIDE	ʧiʔitáhe
27083	yukpa	t a p o r e	ANCHO_WIDE	huber1992/yukpa/ANCHO_WIDE	tapóre
27466	yurutí	e e s a	ANCHO_WIDE	huber1992/yurutí/ANCHO_WIDE	éesa
#
280	kamsá	x ts a n a n a	ANDAR_WALK	huber1992/kamsá/ANDAR_WALK	xtsanána
864	baniva	a k a w a	ANDAR_WALK	huber1992/baniva/ANDAR_WALK	akawa
1510	achagua	m a u	ANDAR_WALK	huber1992/achagua/ANDAR_WALK	mau
1511	achagua	h i n e ʒ i u	ANDAR_WALK	huber1992/achagua/ANDAR_WALK	híneʒiu
1512	achagua	h i n a n i k a u	ANDAR_WALK	huber1992/achagua/ANDAR_WALK	hínanikau
1936	epena Saija	n i p a	ANDAR_WALK	huber1992/epena Saija/ANDAR_WALK	nipa
2315	awa	ʧ a n	ANDAR_WALK	huber1992/awa/ANDAR_WALK	ʧan
2687	epena basurudó	n i p a	ANDAR_WALK	huber1992/epena basurudó/ANDAR_WALK	nipa
3288	bora	ɯ ʧ e	ANDAR_WALK	huber1992/bora/ANDAR_WALK	ɯʧe
3289	bora	tʰ a t ɯ i ʔ kʰ ɯ	ANDAR_WALK	huber1992/bora/ANDAR_WALK	tʰatɯìʔkʰɯ
3290	bora	r i xʲ a x kʰ o	ANDAR_WALK	huber1992/bora/ANDAR_WALK	rixʲáxkʰo
3291	bora	pʰ e e	ANDAR_WALK	huber1992/bora/ANDAR_WALK	pʰeé
3729	giacone	p e e m a n i n i p e	ANDAR_WALK	huber1992/giacone/ANDAR_WALK	peemaninipe
3730	giacone	w a n i p e	ANDAR_WALK	huber1992/giacone/ANDAR_WALK	wanipe
4014	barí	s a j m u r ə	ANDAR_WALK	huber1992/barí/ANDAR_WALK	sajmurə
4369	bará	w a a	ANDAR_WALK	huber1992/bará/ANDAR_WALK	wáa
4854	guahibo	p o n a p o n a	ANDAR_WALK	huber1992/guahibo/ANDAR_WALK	pónapona
4855	guahibo	e: k a p o n a	ANDAR_WALK	huber1992/guahibo/ANDAR_WALK	é:kapona
4856	guahibo	p o n a	ANDAR_WALK	huber1992/guahibo/ANDAR_WALK	póna
5322	barasana	w a	ANDAR_WALK	huber1992/barasana/ANDAR_WALK	wa
5829	secoya	k u ʔ i j e	ANDAR_WALK	huber1992/secoya/ANDAR_WALK	kuʔije
5830	secoya	s a i h i	ANDAR_WALK	huber1992/secoya/ANDAR_WALK	saihi
6187	cha'palaachi	n e n u	ANDAR_WALK	huber1992/cha'palaachi/ANDAR_WALK	nenu
6516	guambiano	u ɲ i p	ANDAR_WALK	huber1992/guambiano/ANDAR_WALK	uɲip
6959	cuiba	p o n a	ANDAR_WALK	huber1992/cuiba/ANDAR_WALK	póna
7365	carijona	w i t a i	ANDAR_WALK	huber1992/carijona/ANDAR_WALK	witai
7748	macuna	w a	ANDAR_WALK	huber1992/macuna/ANDAR_WALK	wa
8132	chimila	j u t	ANDAR_WALK	huber1992/chimila/ANDAR_WALK	jút
8563	guayabero	l e h a	ANDAR_WALK	huber1992/guayabero/ANDAR_WALK	léha
8973	embera chamí	n i b a	ANDAR_WALK	huber1992/embera chamí/ANDAR_WALK	niba
9362	carapana	ĩ j ã j ẽ i s ẽ i i ã	ANDAR_WALK	huber1992/carapana/ANDAR_WALK	ĩjãjẽìsẽììã
9363	carapana	a a	ANDAR_WALK	huber1992/carapana/ANDAR_WALK	áá
9733	curripaco	p a n h i k a w a	ANDAR_WALK	huber1992/curripaco/ANDAR_WALK	panhikawa
10083	ika	n aⁱ n	ANDAR_WALK	huber1992/ika/ANDAR_WALK	naⁱn
10084	ika	n a ʒ ə n	ANDAR_WALK	huber1992/ika/ANDAR_WALK	náʒən
10483	catío	n i m i	ANDAR_WALK	huber1992/catío/ANDAR_WALK	nimi
10889	cubeo	k u j i̵	ANDAR_WALK	huber1992/cubeo/ANDAR_WALK	kují̵
10890	cubeo	w a i w a j i̵	ANDAR_WALK	huber1992/cubeo/ANDAR_WALK	waiwáji̵
11401	muinane	i̵ g e ʔ i	ANDAR_WALK	huber1992/muinane/ANDAR_WALK	í̵geʔi
11849	desano	k u ʔ r i	ANDAR_WALK	huber1992/desano/ANDAR_WALK	kuʔrí
11850	desano	w a ʔ a	ANDAR_WALK	huber1992/desano/ANDAR_WALK	waʔa
12223	inga	p u r i j	ANDAR_WALK	huber1992/inga/ANDAR_WALK	puríj
12591	dí̵mi̵na	n a j a n	ANDAR_WALK	huber1992/dí̵mi̵na/ANDAR_WALK	najan
12592	dí̵mi̵na	n a i	ANDAR_WALK	huber1992/dí̵mi̵na/ANDAR_WALK	nai
12957	embera Darién	n i p a	ANDAR_WALK	huber1992/embera Darién/ANDAR_WALK	nipa
13288	nukak	h i b m	ANDAR_WALK	huber1992/nukak/ANDAR_WALK	hibm⁴
13615	jupda	d a j d j a j	ANDAR_WALK	huber1992/jupda/ANDAR_WALK	dajdjaj
13958	jitnu	n i r	ANDAR_WALK	huber1992/jitnu/ANDAR_WALK	nir
