# Wordlist

# META
@date:2012-11-23
@source_author:Huber, Randall Q. & Reed, Robert B.
@source_title:VOCABULARIO COMPARATIVO - Palabras Selectas de Lenguas Indígenas de Colombia
@source_year:1992
@url:http://www.quanthistling.info/data/source/huber1992/wordlist.html

# DATA
ID	DOCULECT	TOKENS	CONCEPT	QLCID	COUNTERPART
12283	inga	s u n i	RECTO_STRAIGHT	huber1992/inga/RECTO_STRAIGHT	súni
12649	dí̵mi̵na	s i̵ k # k w a i g a	RECTO_STRAIGHT	huber1992/dí̵mi̵na/RECTO_STRAIGHT	si̵k kwáiga
13014	embera Darién	h i pʰ a	RECTO_STRAIGHT	huber1992/embera Darién/RECTO_STRAIGHT	hipʰa
13340	nukak	j u u m	RECTO_STRAIGHT	huber1992/nukak/RECTO_STRAIGHT	juum²
13654	jupda	ʧ ɔ ʔ ɔ j	RECTO_STRAIGHT	huber1992/jupda/RECTO_STRAIGHT	ʧɔʔɔj
14011	jitnu	b o k i k e	RECTO_STRAIGHT	huber1992/jitnu/RECTO_STRAIGHT	bokíke
14420	koreguaje	r ũ i	RECTO_STRAIGHT	huber1992/koreguaje/RECTO_STRAIGHT	rũi
14840	páez	k u ʔ l e	RECTO_STRAIGHT	huber1992/páez/RECTO_STRAIGHT	kuʔle
14841	páez	s u t	RECTO_STRAIGHT	huber1992/páez/RECTO_STRAIGHT	sut
15273	kakua	j o b o p d i ʔ	RECTO_STRAIGHT	huber1992/kakua/RECTO_STRAIGHT	job³op³diʔ⁴
15730	witoto mi̵ni̵ca	h a ɯ k ɯ n a	RECTO_STRAIGHT	huber1992/witoto mi̵ni̵ca/RECTO_STRAIGHT	haɯ́kɯna
16131	kogui	h i ə n	RECTO_STRAIGHT	huber1992/kogui/RECTO_STRAIGHT	hiə́n
16556	witoto ni̵pode	h a ɯ k ɯ n a d e	RECTO_STRAIGHT	huber1992/witoto ni̵pode/RECTO_STRAIGHT	haɯ́kɯnade
17016	miraña	tʰ ɯ h kʰ e β e n e	RECTO_STRAIGHT	huber1992/miraña/RECTO_STRAIGHT	tʰɯhkʰéβéne
17415	piratapuyo	p o t o	RECTO_STRAIGHT	huber1992/piratapuyo/RECTO_STRAIGHT	poto
17829	playero	p e b o p i h i w a	RECTO_STRAIGHT	huber1992/playero/RECTO_STRAIGHT	pebopíhiwa
18253	witoto murui	a t o n a	RECTO_STRAIGHT	huber1992/witoto murui/RECTO_STRAIGHT	atona
18742	ocaina	ɸ o o ʔ tʲ a	RECTO_STRAIGHT	huber1992/ocaina/RECTO_STRAIGHT	ɸóóʔtʲa
19044	orejón	t ĩ j ã	RECTO_STRAIGHT	huber1992/orejón/RECTO_STRAIGHT	tĩjã
19485	piapoco	m a ʧ a k a n i i r i	RECTO_STRAIGHT	huber1992/piapoco/RECTO_STRAIGHT	maʧakàníiri
19846	puinave	s a l a l i k	RECTO_STRAIGHT	huber1992/puinave/RECTO_STRAIGHT	salalik
20196	resígaro	ts i ʔ k i ʔ	RECTO_STRAIGHT	huber1992/resígaro/RECTO_STRAIGHT	tsíʔkíʔ
20907	siona	d ũ ĩ j e	RECTO_STRAIGHT	huber1992/siona/RECTO_STRAIGHT	dũĩje
21293	siriano	d i a j e	RECTO_STRAIGHT	huber1992/siriano/RECTO_STRAIGHT	diájé
21666	tatuyo	r i a p e	RECTO_STRAIGHT	huber1992/tatuyo/RECTO_STRAIGHT	ríape
22050	tucano	d i a k h ĩ̵	RECTO_STRAIGHT	huber1992/tucano/RECTO_STRAIGHT	diakhĩ̵́
22446	embera Tadó	h ẽ pʰ a	RECTO_STRAIGHT	huber1992/embera Tadó/RECTO_STRAIGHT	hẽ́pʰa
22837	tanimuca	w ã h ĩ ã	RECTO_STRAIGHT	huber1992/tanimuca/RECTO_STRAIGHT	wãhĩã
23192	tunebo central	a k a t a	RECTO_STRAIGHT	huber1992/tunebo central/RECTO_STRAIGHT	akata
23734	tsafiqui pila	t u k a	RECTO_STRAIGHT	huber1992/tsafiqui pila/RECTO_STRAIGHT	tuka
23735	tsafiqui pila	t u l e	RECTO_STRAIGHT	huber1992/tsafiqui pila/RECTO_STRAIGHT	tule
24404	tuyuca	d i a b ã k ĩ̵	RECTO_STRAIGHT	huber1992/tuyuca/RECTO_STRAIGHT	diabãkĩ̵́
24928	waimaja	d i a b ã k ĩ̵	RECTO_STRAIGHT	huber1992/waimaja/RECTO_STRAIGHT	diábã́kĩ̵
24929	waimaja	d i o b ã k ĩ̵	RECTO_STRAIGHT	huber1992/waimaja/RECTO_STRAIGHT	dióbã́kĩ̵
25393	wounaan	kʰ a h a pʰ a	RECTO_STRAIGHT	huber1992/wounaan/RECTO_STRAIGHT	kʰahapʰa
25788	wanano	p o t o	RECTO_STRAIGHT	huber1992/wanano/RECTO_STRAIGHT	poto
26308	wayuu	l o ts i̵	RECTO_STRAIGHT	huber1992/wayuu/RECTO_STRAIGHT	lótsi̵
26309	wayuu	l o ts i̵ # l o t u s i̵	RECTO_STRAIGHT	huber1992/wayuu/RECTO_STRAIGHT	lótsi̵ lotúsi̵
26760	yucuna	p u ʔ u k u	RECTO_STRAIGHT	huber1992/yucuna/RECTO_STRAIGHT	puʔukú
27098	yukpa	s a p o j e	RECTO_STRAIGHT	huber1992/yukpa/RECTO_STRAIGHT	sapóje
27483	yurutí	d i a b ã k ã	RECTO_STRAIGHT	huber1992/yurutí/RECTO_STRAIGHT	diabã́kã
#
294	kamsá	ɓ e	REDONDO_ROUND	huber1992/kamsá/REDONDO_ROUND	ɓé
1532	achagua	m a k a h k u i	REDONDO_ROUND	huber1992/achagua/REDONDO_ROUND	makáhkuí
1533	achagua	m a k a t u i	REDONDO_ROUND	huber1992/achagua/REDONDO_ROUND	makátuí
1948	epena Saija	p o ɾ o kʰ o kʰ o o	REDONDO_ROUND	huber1992/epena Saija/REDONDO_ROUND	poɾokʰokʰóo
2333	awa	n u j a k	REDONDO_ROUND	huber1992/awa/REDONDO_ROUND	nujak
2698	epena basurudó	p o ɾ o kʰ o kʰ o a	REDONDO_ROUND	huber1992/epena basurudó/REDONDO_ROUND	poɾokʰokʰóa
3328	bora	pʰ a ʧ e β e ʔ r o ɯ	REDONDO_ROUND	huber1992/bora/REDONDO_ROUND	pʰáʧeβéʔroɯ
3329	bora	pʰ a ɯ	REDONDO_ROUND	huber1992/bora/REDONDO_ROUND	pʰaɯ
3749	giacone	m a a ts i a p u k i	REDONDO_ROUND	huber1992/giacone/REDONDO_ROUND	maatsiápuki
3750	giacone	m a k a p u k i	REDONDO_ROUND	huber1992/giacone/REDONDO_ROUND	makapuki
4028	barí	ʔ o r ə	REDONDO_ROUND	huber1992/barí/REDONDO_ROUND	ʔorə
4387	bará	b e t o	REDONDO_ROUND	huber1992/bará/REDONDO_ROUND	beto
5339	barasana	r u h a b i̵ r i̵ a	REDONDO_ROUND	huber1992/barasana/REDONDO_ROUND	ruhabi̵ri̵a
5542	cabiyarí	k a a t h a	REDONDO_ROUND	huber1992/cabiyarí/REDONDO_ROUND	kaatha
5846	secoya	d e ʔ o p i̵	REDONDO_ROUND	huber1992/secoya/REDONDO_ROUND	deʔopi̵
6202	cha'palaachi	d a ʔ p u k a k a	REDONDO_ROUND	huber1992/cha'palaachi/REDONDO_ROUND	daʔpukaka
6530	guambiano	p i̵ t i̵ t u l	REDONDO_ROUND	huber1992/guambiano/REDONDO_ROUND	pi̵ti̵tul
6981	cuiba	d e d e r e k a	REDONDO_ROUND	huber1992/cuiba/REDONDO_ROUND	dedéreka
7377	carijona	t o r i m a n o	REDONDO_ROUND	huber1992/carijona/REDONDO_ROUND	torimano
7767	macuna	r u h a b e d o	REDONDO_ROUND	huber1992/macuna/REDONDO_ROUND	ruhabedo
8147	chimila	ᵐb r a m b r a n n a	REDONDO_ROUND	huber1992/chimila/REDONDO_ROUND	ᵐbrambranna
8581	guayabero	h a h e r a x	REDONDO_ROUND	huber1992/guayabero/REDONDO_ROUND	hahérax
8988	embera chamí	b o ɾ o kʰ o kʰ o a	REDONDO_ROUND	huber1992/embera chamí/REDONDO_ROUND	boɾokʰokʰóa
9380	carapana	r u p a r o	REDONDO_ROUND	huber1992/carapana/REDONDO_ROUND	rupáro
9747	curripaco	m a t o l e d a l i	REDONDO_ROUND	huber1992/curripaco/REDONDO_ROUND	matoledali
10102	ika	k o k o r o	REDONDO_ROUND	huber1992/ika/REDONDO_ROUND	kókoro
10499	catío	b o ɾ o kʰ o a	REDONDO_ROUND	huber1992/catío/REDONDO_ROUND	boɾokʰóa
10907	cubeo	t a r a b i̵ p e # t e i d õ	REDONDO_ROUND	huber1992/cubeo/REDONDO_ROUND	tarábi̵pe teídõ
11424	muinane	ɸ a t i j i̵	REDONDO_ROUND	huber1992/muinane/REDONDO_ROUND	ɸátíji̵
11425	muinane	o k e i	REDONDO_ROUND	huber1992/muinane/REDONDO_ROUND	ókéi
11426	muinane	t e e r e	REDONDO_ROUND	huber1992/muinane/REDONDO_ROUND	teere
11869	desano	e p a # b e r o	REDONDO_ROUND	huber1992/desano/REDONDO_ROUND	epa béro
12239	inga	m u r u	REDONDO_ROUND	huber1992/inga/REDONDO_ROUND	múru
12608	dí̵mi̵na	i̵ n d u r u	REDONDO_ROUND	huber1992/dí̵mi̵na/REDONDO_ROUND	i̵nduru
12970	embera Darién	ɓ o ɾ o kʰ o kʰ o a	REDONDO_ROUND	huber1992/embera Darién/REDONDO_ROUND	ɓoɾokʰókʰoa
13302	nukak	h i b i	REDONDO_ROUND	huber1992/nukak/REDONDO_ROUND	hibi⁴
13629	jupda	t a t	REDONDO_ROUND	huber1992/jupda/REDONDO_ROUND	tat
13971	jitnu	k a t u t u h e	REDONDO_ROUND	huber1992/jitnu/REDONDO_ROUND	katutúhe
14363	koreguaje	k a ʔ m a h a ʔ ɲ e	REDONDO_ROUND	huber1992/koreguaje/REDONDO_ROUND	kaʔmahaʔɲe
14779	páez	t a dʲ	REDONDO_ROUND	huber1992/páez/REDONDO_ROUND	tadʲ
14780	páez	xʲ a d	REDONDO_ROUND	huber1992/páez/REDONDO_ROUND	xʲad
15220	kakua	d a ʔ	REDONDO_ROUND	huber1992/kakua/REDONDO_ROUND	daʔ⁴
15671	witoto mi̵ni̵ca	i b o g ɯ	REDONDO_ROUND	huber1992/witoto mi̵ni̵ca/REDONDO_ROUND	íbogɯ
15672	witoto mi̵ni̵ca	i r u ŋ o	REDONDO_ROUND	huber1992/witoto mi̵ni̵ca/REDONDO_ROUND	irúŋo
16082	kogui	a h u i n ĩ	REDONDO_ROUND	huber1992/kogui/REDONDO_ROUND	ahuinĩ́
16505	witoto ni̵pode	e ɗ o ʧ i d e	REDONDO_ROUND	huber1992/witoto ni̵pode/REDONDO_ROUND	eɗóʧide
16962	miraña	pʰ a ɯ	REDONDO_ROUND	huber1992/miraña/REDONDO_ROUND	pʰaɯ
16963	miraña	pʰ a pʰ a h tsʰ i̵	REDONDO_ROUND	huber1992/miraña/REDONDO_ROUND	pʰápʰahtsʰi̵
16964	miraña	pʰ a ʔ o o kʷ a h i̵	REDONDO_ROUND	huber1992/miraña/REDONDO_ROUND	pʰáʔookʷáhi̵
17362	piratapuyo	b e ʔ t o	REDONDO_ROUND	huber1992/piratapuyo/REDONDO_ROUND	beʔto
17363	piratapuyo	p a r i # s o r o	REDONDO_ROUND	huber1992/piratapuyo/REDONDO_ROUND	pari soro
17779	playero	p e m a t a r a h i h i k e w a	REDONDO_ROUND	huber1992/playero/REDONDO_ROUND	pemátarahihikéwa
18201	witoto murui	i b o g ɯ	REDONDO_ROUND	huber1992/witoto murui/REDONDO_ROUND	ìbogɯ
18202	witoto murui	i r u ɲ o	REDONDO_ROUND	huber1992/witoto murui/REDONDO_ROUND	iruɲo
19430	piapoco	m a k a p u k u i ʧ u a	REDONDO_ROUND	huber1992/piapoco/REDONDO_ROUND	makàpukuíʧúa
19799	puinave	m a l a l i k	REDONDO_ROUND	huber1992/puinave/REDONDO_ROUND	malalik
20152	resígaro	p a β u u d u	REDONDO_ROUND	huber1992/resígaro/REDONDO_ROUND	paβuudú
20505	sáliba	o b i t e ã ʔ a	REDONDO_ROUND	huber1992/sáliba/REDONDO_ROUND	obiteãʔa
20506	sáliba	o b i t e o ʔ o	REDONDO_ROUND	huber1992/sáliba/REDONDO_ROUND	obiteoʔo
21245	siriano	o p a b e ʔ r u	REDONDO_ROUND	huber1992/siriano/REDONDO_ROUND	opábeʔrú
21624	tatuyo	r u p a	REDONDO_ROUND	huber1992/tatuyo/REDONDO_ROUND	rupá
22003	tucano	a p a g a	REDONDO_ROUND	huber1992/tucano/REDONDO_ROUND	apaga
22400	embera Tadó	b o ɾ o kʰ o kʰ o a	REDONDO_ROUND	huber1992/embera Tadó/REDONDO_ROUND	boɾokʰokʰóa
22789	tanimuca	r i t a b u ʔ r o	REDONDO_ROUND	huber1992/tanimuca/REDONDO_ROUND	ritabuʔro
23148	tunebo central	u b i t r o	REDONDO_ROUND	huber1992/tunebo central/REDONDO_ROUND	úbitro
23366	tariano	p a t i w a	REDONDO_ROUND	huber1992/tariano/REDONDO_ROUND	patiwa
23367	tariano	p a t i β a	REDONDO_ROUND	huber1992/tariano/REDONDO_ROUND	patiβa
23685	tsafiqui pila	t o r i n k a n	REDONDO_ROUND	huber1992/tsafiqui pila/REDONDO_ROUND	torinkan
24355	tuyuca	b e t o	REDONDO_ROUND	huber1992/tuyuca/REDONDO_ROUND	betó
24860	waimaja	b e t o	REDONDO_ROUND	huber1992/waimaja/REDONDO_ROUND	betó
25327	wounaan	p ɯ g s i ɾ a a	REDONDO_ROUND	huber1992/wounaan/REDONDO_ROUND	pɯgsiɾaa
25738	wanano	s o r o	REDONDO_ROUND	huber1992/wanano/REDONDO_ROUND	soro
25739	wanano	s o r o # p a r i # s o r o	REDONDO_ROUND	huber1992/wanano/REDONDO_ROUND	soro pari soro
26237	wayuu	k o ʔ o j o o s i̵	REDONDO_ROUND	huber1992/wayuu/REDONDO_ROUND	koʔojóosi̵
26709	yucuna	m a k a ʔ a l a ʧ i n i	REDONDO_ROUND	huber1992/yucuna/REDONDO_ROUND	makaʔaláʧini
27053	yukpa	r u r ũ k u	REDONDO_ROUND	huber1992/yukpa/REDONDO_ROUND	rurṹku
27436	yurutí	u p a g a	REDONDO_ROUND	huber1992/yurutí/REDONDO_ROUND	upága
#
98	kamsá	a t a ʒ a j i̵ ʃ a	RED_FISH NET	huber1992/kamsá/RED_FISH NET	ataʒají̵ʃa
1727	epena Saija	tʰ i̵ ɾ i	RED_FISH NET	huber1992/epena Saija/RED_FISH NET	tʰí̵ɾi
2125	awa	s u l m u	RED_FISH NET	huber1992/awa/RED_FISH NET	sulmu
2921	bora	tsʰ i̵ n ɯ ɯ	RED_FISH NET	huber1992/bora/RED_FISH NET	tsʰí̵nɯɯ́
2922	bora	tsʰ i̵ n m kʰ o o ʔ o	RED_FISH NET	huber1992/bora/RED_FISH NET	tsʰí̵nmkʰóóʔo
2923	bora	tsʰ i̵ n ɯ kʰ o o ʔ a	RED_FISH NET	huber1992/bora/RED_FISH NET	tsʰí̵nɯkʰóóʔa
3583	giacone	t u u d a	RED_FISH NET	huber1992/giacone/RED_FISH NET	túuda
4178	bará	b a p i g i̵	RED_FISH NET	huber1992/bará/RED_FISH NET	bapigi̵
4590	guahibo	t a k a n a t o	RED_FISH NET	huber1992/guahibo/RED_FISH NET	takánato
5106	barasana	b a h i i̵	RED_FISH NET	huber1992/barasana/RED_FISH NET	bahíi̵
5646	secoya	w a ʔ i d e # j o ʔ e k o	RED_FISH NET	huber1992/secoya/RED_FISH NET	waʔide joʔeko
6013	cha'palaachi	h u a a k u	RED_FISH NET	huber1992/cha'palaachi/RED_FISH NET	huaaku
6710	cuiba	p e j a m o n a e w a	RED_FISH NET	huber1992/cuiba/RED_FISH NET	pejamonáewa
7549	macuna	j o r i g i̵	RED_FISH NET	huber1992/macuna/RED_FISH NET	jorigi̵
8326	guayabero	t a k i̵ a n w a t	RED_FISH NET	huber1992/guayabero/RED_FISH NET	takí̵anwat
8769	embera chamí	tʰ i̵ ɾ i	RED_FISH NET	huber1992/embera chamí/RED_FISH NET	tʰí̵ɾi
9166	carapana	b a p i	RED_FISH NET	huber1992/carapana/RED_FISH NET	bápí
9544	curripaco	m a j a	RED_FISH NET	huber1992/curripaco/RED_FISH NET	maja
10283	catío	ʤ i pʰ u r u	RED_FISH NET	huber1992/catío/RED_FISH NET	ʤipʰurú
10684	cubeo	p a p i k i̵	RED_FISH NET	huber1992/cubeo/RED_FISH NET	pápiki̵
11115	muinane	s i n i̵ k u ʔ u	RED_FISH NET	huber1992/muinane/RED_FISH NET	síni̵kuʔu
11116	muinane	ɸ u k u ʔ u	RED_FISH NET	huber1992/muinane/RED_FISH NET	ɸúkuʔu
11644	desano	w ẽ h ẽ d i g i̵	RED_FISH NET	huber1992/desano/RED_FISH NET	wẽhẽ́digí̵
12038	inga	ts a l w a d i r u	RED_FISH NET	huber1992/inga/RED_FISH NET	tsalwadíru
12039	inga	l i k a	RED_FISH NET	huber1992/inga/RED_FISH NET	líka
12408	dí̵mi̵na	ʃ e w a s o z i	RED_FISH NET	huber1992/dí̵mi̵na/RED_FISH NET	ʃewasózi
13456	jupda	ʧ æ g	RED_FISH NET	huber1992/jupda/RED_FISH NET	ʧæg
14137	koreguaje	β a ʔ i # ʤ o o r i̵	RED_FISH NET	huber1992/koreguaje/RED_FISH NET	βaʔi ʤoori̵
14560	páez	u k h e	RED_FISH NET	huber1992/páez/RED_FISH NET	ukhe
14984	kakua	j ĩ̵ w	RED_FISH NET	huber1992/kakua/RED_FISH NET	jĩ̵w³
15419	witoto mi̵ni̵ca	ʤ o i h i	RED_FISH NET	huber1992/witoto mi̵ni̵ca/RED_FISH NET	ʤóihi
15864	kogui	ʒ e m a	RED_FISH NET	huber1992/kogui/RED_FISH NET	ʒemá
16257	witoto ni̵pode	ʤ o i h i	RED_FISH NET	huber1992/witoto ni̵pode/RED_FISH NET	ʤóihi
16730	miraña	tsʰ i̵ n ɯ ɯ	RED_FISH NET	huber1992/miraña/RED_FISH NET	tsʰí̵nɯɯ́
17155	piratapuyo	w ẽ j ẽ kʰ i̵	RED_FISH NET	huber1992/piratapuyo/RED_FISH NET	wẽjẽkʰi̵
17554	playero	a t a r r a j a	RED_FISH NET	huber1992/playero/RED_FISH NET	atarraja
17972	witoto murui	ʤ o i h i	RED_FISH NET	huber1992/witoto murui/RED_FISH NET	ʤoihi
18412	ocaina	b o ʔ t a a ʔ t i	RED_FISH NET	huber1992/ocaina/RED_FISH NET	boʔtááʔti
18413	ocaina	ɯ r o x a t ɯ	RED_FISH NET	huber1992/ocaina/RED_FISH NET	ɯróxatɯ
18870	orejón	b ã t e d i̵	RED_FISH NET	huber1992/orejón/RED_FISH NET	bãtedi̵
19176	piapoco	w a u m a	RED_FISH NET	huber1992/piapoco/RED_FISH NET	wàuma
19177	piapoco	w a u m a # w a u m a	RED_FISH NET	huber1992/piapoco/RED_FISH NET	wàuma waùma
19612	puinave	ɲ õ	RED_FISH NET	huber1992/puinave/RED_FISH NET	ɲõ
19962	resígaro	ɸ e n o	RED_FISH NET	huber1992/resígaro/RED_FISH NET	ɸenó
20312	sáliba	p a h ĩ # o h ã d o x o h a # t e ʔ s i a	RED_FISH NET	huber1992/sáliba/RED_FISH NET	pahĩ ohãdoxoha teʔsia
20672	siona	w a ʔ i # j o d i̵	RED_FISH NET	huber1992/siona/RED_FISH NET	waʔi jodi̵
20673	siona	w ã t e d i̵	RED_FISH NET	huber1992/siona/RED_FISH NET	wãtedi̵
21032	siriano	b u i d i	RED_FISH NET	huber1992/siriano/RED_FISH NET	buídi
21415	tatuyo	b a p i	RED_FISH NET	huber1992/tatuyo/RED_FISH NET	bapi
21790	tucano	w ẽ h ẽ k i̵	RED_FISH NET	huber1992/tucano/RED_FISH NET	wẽhẽ́ki̵
22193	embera Tadó	tʰ i̵ ɾ i	RED_FISH NET	huber1992/embera Tadó/RED_FISH NET	tʰí̵ɾi
22573	tanimuca	w ã p u a	RED_FISH NET	huber1992/tanimuca/RED_FISH NET	wãpua
23489	tsafiqui pila	d a d a	RED_FISH NET	huber1992/tsafiqui pila/RED_FISH NET	dada
23847	totoró	r e d	RED_FISH NET	huber1992/totoró/RED_FISH NET	red
24152	tuyuca	b a p i g i̵	RED_FISH NET	huber1992/tuyuca/RED_FISH NET	bapígi̵
24566	waimaja	b a p i g i̵	RED_FISH NET	huber1992/waimaja/RED_FISH NET	bapígi̵
25087	wounaan	r e d	RED_FISH NET	huber1992/wounaan/RED_FISH NET	red
25529	wanano	w ã j ĩ̵ d õ	RED_FISH NET	huber1992/wanano/RED_FISH NET	wãjĩ̵dõ
25943	wayuu	t a l a a j a	RED_FISH NET	huber1992/wayuu/RED_FISH NET	taláaja
25944	wayuu	k u s u	RED_FISH NET	huber1992/wayuu/RED_FISH NET	kusú
26481	yucuna	w e n a h i	RED_FISH NET	huber1992/yucuna/RED_FISH NET	wenáhi
27225	yurutí	b a p i g i̵	RED_FISH NET	huber1992/yurutí/RED_FISH NET	bapígi̵
#
81	kamsá	t k u i n j e	RELÁMPAGO_LIGHTNING	huber1992/kamsá/RELÁMPAGO_LIGHTNING	tkuínje
1324	achagua	e e n u	RELÁMPAGO_LIGHTNING	huber1992/achagua/RELÁMPAGO_LIGHTNING	éenu
1325	achagua	e e n u # k a m a ʒ a a	RELÁMPAGO_LIGHTNING	huber1992/achagua/RELÁMPAGO_LIGHTNING	éenu kámaʒaa
1710	epena Saija	p a # pʰ o r e	RELÁMPAGO_LIGHTNING	huber1992/epena Saija/RELÁMPAGO_LIGHTNING	pa pʰóre
2109	awa	i p p a	RELÁMPAGO_LIGHTNING	huber1992/awa/RELÁMPAGO_LIGHTNING	ippa
2496	epena basurudó	p a t a u	RELÁMPAGO_LIGHTNING	huber1992/epena basurudó/RELÁMPAGO_LIGHTNING	patáu
2892	bora	r o r i ʔ kʰʲ o	RELÁMPAGO_LIGHTNING	huber1992/bora/RELÁMPAGO_LIGHTNING	roríʔkʰʲo
3566	giacone	e n u k a r u n a	RELÁMPAGO_LIGHTNING	huber1992/giacone/RELÁMPAGO_LIGHTNING	enukaruna
3870	barí	ʔ i b ə b a r ə	RELÁMPAGO_LIGHTNING	huber1992/barí/RELÁMPAGO_LIGHTNING	ʔibəbarə
4160	bará	b i̵ p o # w ã ã j o r i h e	RELÁMPAGO_LIGHTNING	huber1992/bará/RELÁMPAGO_LIGHTNING	bi̵po wããjorihe
4570	guahibo	j a: m a x i̵	RELÁMPAGO_LIGHTNING	huber1992/guahibo/RELÁMPAGO_LIGHTNING	já:maxi̵
5090	barasana	b i̵ h o # j a b e s e	RELÁMPAGO_LIGHTNING	huber1992/barasana/RELÁMPAGO_LIGHTNING	bi̵hó jabese
5628	secoya	kʷ e ʔ d ẽ j ẽ	RELÁMPAGO_LIGHTNING	huber1992/secoya/RELÁMPAGO_LIGHTNING	kʷeʔdẽjẽ
5997	cha'palaachi	k u i dʲ a # p i dʲ a	RELÁMPAGO_LIGHTNING	huber1992/cha'palaachi/RELÁMPAGO_LIGHTNING	kuidʲa pidʲa
6350	guambiano	p i l a n	RELÁMPAGO_LIGHTNING	huber1992/guambiano/RELÁMPAGO_LIGHTNING	pilan
6692	cuiba	j a m i̵ x i̵	RELÁMPAGO_LIGHTNING	huber1992/cuiba/RELÁMPAGO_LIGHTNING	jámi̵xi̵
7168	carijona	m a n a m a n a k a n e	RELÁMPAGO_LIGHTNING	huber1992/carijona/RELÁMPAGO_LIGHTNING	manamanakane
7533	macuna	b i̵ h o # j i r i s e	RELÁMPAGO_LIGHTNING	huber1992/macuna/RELÁMPAGO_LIGHTNING	bi̵ho jirise
7924	chimila	w e k k u e ʔ w e k k u e ʔ	RELÁMPAGO_LIGHTNING	huber1992/chimila/RELÁMPAGO_LIGHTNING	wékkueʔwékkueʔ
8308	guayabero	ʧ a m x	RELÁMPAGO_LIGHTNING	huber1992/guayabero/RELÁMPAGO_LIGHTNING	ʧamx
8753	embera chamí	pʰ u ɾ i d a	RELÁMPAGO_LIGHTNING	huber1992/embera chamí/RELÁMPAGO_LIGHTNING	pʰuɾída
8754	embera chamí	pʰ u ɾ i d a # a b a ɾ i	RELÁMPAGO_LIGHTNING	huber1992/embera chamí/RELÁMPAGO_LIGHTNING	pʰuɾída abáɾi
9150	carapana	b i̵ p o # k ĩ̵ # k a j a b e r i j e	RELÁMPAGO_LIGHTNING	huber1992/carapana/RELÁMPAGO_LIGHTNING	bi̵pó kĩ̵ kajabéríje
9528	curripaco	e e n o # i p e r o k a	RELÁMPAGO_LIGHTNING	huber1992/curripaco/RELÁMPAGO_LIGHTNING	eeno iperoka
9889	ika	ʤ w i t i m b i r o	RELÁMPAGO_LIGHTNING	huber1992/ika/RELÁMPAGO_LIGHTNING	ʤwitímbiro
10264	catío	b a a # pʰ u ɾ e w a	RELÁMPAGO_LIGHTNING	huber1992/catío/RELÁMPAGO_LIGHTNING	baa pʰuɾewá
10265	catío	b a a # pʰ u e w a	RELÁMPAGO_LIGHTNING	huber1992/catío/RELÁMPAGO_LIGHTNING	baa pʰuewá
10666	cubeo	j a r o i d õ	RELÁMPAGO_LIGHTNING	huber1992/cubeo/RELÁMPAGO_LIGHTNING	jaróidõ
11095	muinane	n a m e b a	RELÁMPAGO_LIGHTNING	huber1992/muinane/RELÁMPAGO_LIGHTNING	námeba
11096	muinane	n a m e b a n o	RELÁMPAGO_LIGHTNING	huber1992/muinane/RELÁMPAGO_LIGHTNING	námébano
11625	desano	b u p u # b ĩ ã r ĩ	RELÁMPAGO_LIGHTNING	huber1992/desano/RELÁMPAGO_LIGHTNING	bupú bĩã́rĩ
12022	inga	r i l a m p a	RELÁMPAGO_LIGHTNING	huber1992/inga/RELÁMPAGO_LIGHTNING	rilámpa
12767	embera Darién	b a # pʰ u r e w a s i a	RELÁMPAGO_LIGHTNING	huber1992/embera Darién/RELÁMPAGO_LIGHTNING	ba pʰurewásia
12768	embera Darién	p a a # ɓ a e	RELÁMPAGO_LIGHTNING	huber1992/embera Darién/RELÁMPAGO_LIGHTNING	paa ɓae
13113	nukak	h i̵ d i̵ t e u a t	RELÁMPAGO_LIGHTNING	huber1992/nukak/RELÁMPAGO_LIGHTNING	hi̵di̵²teu⁴at¹
13441	jupda	ʧ i̵ p i̵ j	RELÁMPAGO_LIGHTNING	huber1992/jupda/RELÁMPAGO_LIGHTNING	ʧi̵pi̵j
13754	jitnu	n i n i n p e h a	RELÁMPAGO_LIGHTNING	huber1992/jitnu/RELÁMPAGO_LIGHTNING	ninínpeha
14119	koreguaje	o kʰ o # ɸ ẽ ʔ n e ɲ e	RELÁMPAGO_LIGHTNING	huber1992/koreguaje/RELÁMPAGO_LIGHTNING	okʰo ɸẽʔneɲe
14541	páez	k p i ʔ ʃ	RELÁMPAGO_LIGHTNING	huber1992/páez/RELÁMPAGO_LIGHTNING	kpiʔʃ
14965	kakua	w e d o a t	RELÁMPAGO_LIGHTNING	huber1992/kakua/RELÁMPAGO_LIGHTNING	wedo³at⁴
15398	witoto mi̵ni̵ca	a m e o	RELÁMPAGO_LIGHTNING	huber1992/witoto mi̵ni̵ca/RELÁMPAGO_LIGHTNING	améo
15399	witoto mi̵ni̵ca	b o r i d e	RELÁMPAGO_LIGHTNING	huber1992/witoto mi̵ni̵ca/RELÁMPAGO_LIGHTNING	boríde
15848	kogui	k u i ʒ b a ŋ g u i ʧ i # g u k s ẽ	RELÁMPAGO_LIGHTNING	huber1992/kogui/RELÁMPAGO_LIGHTNING	kuiʒbáŋguiʧi guksẽ́
16238	witoto ni̵pode	a m e o	RELÁMPAGO_LIGHTNING	huber1992/witoto ni̵pode/RELÁMPAGO_LIGHTNING	améo
