# Wordlist

# META
@date:2012-11-23
@source_author:Huber, Randall Q. & Reed, Robert B.
@source_title:VOCABULARIO COMPARATIVO - Palabras Selectas de Lenguas Indígenas de Colombia
@source_year:1992
@url:http://www.quanthistling.info/data/source/huber1992/wordlist.html

# DATA
ID	QLCID	CONCEPT	COUNTERPART	DOCULECT	TOKENS
26028	huber1992/wayuu/MOSCA_FLY	MOSCA_FLY	hajúmi̵lcri̵	wayuu	h a j ú m i̵ l c r i̵
26549	huber1992/yucuna/MOSCA_FLY	MOSCA_FLY	hamuʔuná	yucuna	h a m u ʔ u n á
26921	huber1992/yukpa/MOSCA_FLY	MOSCA_FLY	ki̵jã́ku	yukpa	k i̵ j ã́ k u
26922	huber1992/yukpa/MOSCA_FLY	MOSCA_FLY	eréji	yukpa	e r é j i
27276	huber1992/yurutí/MOSCA_FLY	MOSCA_FLY	wĩ́ĩjã	yurutí	w ĩ́ ĩ j ã
#
255	huber1992/kamsá/MUCHO(S)_MANY	MUCHO(S)_MANY	bi̵tská	kamsá	b i̵ t s k á
256	huber1992/kamsá/MUCHO(S)_MANY	MUCHO(S)_MANY	bá	kamsá	b á
257	huber1992/kamsá/MUCHO(S)_MANY	MUCHO(S)_MANY	bánga	kamsá	b á n g a
680	huber1992/Español/MUCHO(S)_MANY	MUCHO(S)_MANY	mucho	Español	m u c h o
681	huber1992/Español/MUCHO(S)_MANY	MUCHO(S)_MANY	muchos	Español	m u c h o s
853	huber1992/baniva/MUCHO(S)_MANY	MUCHO(S)_MANY	hanipa	baniva	h a n i p a
1140	huber1992/English/MUCHO(S)_MANY	MUCHO(S)_MANY	many	English	m a n y
1482	huber1992/achagua/MUCHO(S)_MANY	MUCHO(S)_MANY	há	achagua	h á
1483	huber1992/achagua/MUCHO(S)_MANY	MUCHO(S)_MANY	manuábai	achagua	m a n u á b a i
1484	huber1992/achagua/MUCHO(S)_MANY	MUCHO(S)_MANY	íʧabani	achagua	í ʧ a b a n i
1485	huber1992/achagua/MUCHO(S)_MANY	MUCHO(S)_MANY	hókaisúuti	achagua	h ó k a i s ú u t i
1486	huber1992/achagua/MUCHO(S)_MANY	MUCHO(S)_MANY	jáanai	achagua	j á a n a i
1487	huber1992/achagua/MUCHO(S)_MANY	MUCHO(S)_MANY	ajáakai	achagua	a j á a k a i
1488	huber1992/achagua/MUCHO(S)_MANY	MUCHO(S)_MANY	manúkai	achagua	m a n ú k a i
1913	huber1992/epena Saija/MUCHO(S)_MANY	MUCHO(S)_MANY	ʧokʰára	epena Saija	ʧ o k ʰ á r a
2291	huber1992/awa/MUCHO(S)_MANY	MUCHO(S)_MANY	kwiʃa akwan	awa	k w i ʃ a # a k w a n
2666	huber1992/epena basurudó/MUCHO(S)_MANY	MUCHO(S)_MANY	kʰapaná	epena basurudó	k ʰ a p a n á
3225	huber1992/bora/MUCHO(S)_MANY	MUCHO(S)_MANY	mítʰʲane	bora	m í t ʰ ʲ a n e
3226	huber1992/bora/MUCHO(S)_MANY	MUCHO(S)_MANY	iʔnáʔo	bora	i ʔ n á ʔ o
3705	huber1992/giacone/MUCHO(S)_MANY	MUCHO(S)_MANY	hanupe	giacone	h a n u p e
3995	huber1992/barí/MUCHO(S)_MANY	MUCHO(S)_MANY	ʔwiɾə	barí	ʔ w i ɾ ə
4347	huber1992/bará/MUCHO(S)_MANY	MUCHO(S)_MANY	paí̵	bará	p a í̵
4820	huber1992/guahibo/MUCHO(S)_MANY	MUCHO(S)_MANY	ajáihawa	guahibo	a j á i h a w a
4821	huber1992/guahibo/MUCHO(S)_MANY	MUCHO(S)_MANY	ajaibitsái̵to	guahibo	a j a i b i t s á i̵ t o
4822	huber1992/guahibo/MUCHO(S)_MANY	MUCHO(S)_MANY	apaá:xajo:	guahibo	a p a á : x a j o :
4823	huber1992/guahibo/MUCHO(S)_MANY	MUCHO(S)_MANY	nawí:ta	guahibo	n a w í : t a
5295	huber1992/barasana/MUCHO(S)_MANY	MUCHO(S)_MANY	hãrã	barasana	h ã r ã
5296	huber1992/barasana/MUCHO(S)_MANY	MUCHO(S)_MANY	hairo	barasana	h a i r o
5807	huber1992/secoya/MUCHO(S)_MANY	MUCHO(S)_MANY	hai pãĩ	secoya	h a i # p ã ĩ
6165	huber1992/cha'palaachi/MUCHO(S)_MANY	MUCHO(S)_MANY	purehu	cha'palaachi	p u r e h u
6496	huber1992/guambiano/MUCHO(S)_MANY	MUCHO(S)_MANY	jameli̵	guambiano	j a m e l i̵
6928	huber1992/cuiba/MUCHO(S)_MANY	MUCHO(S)_MANY	ainjáwa	cuiba	a i n j á w a
6929	huber1992/cuiba/MUCHO(S)_MANY	MUCHO(S)_MANY	nawíta	cuiba	n a w í t a
7344	huber1992/carijona/MUCHO(S)_MANY	MUCHO(S)_MANY	ummɯnaitotumɯ	carijona	u m m ɯ n a i t o t u m ɯ
7725	huber1992/macuna/MUCHO(S)_MANY	MUCHO(S)_MANY	hãhãrã	macuna	h ã h ã r ã
7726	huber1992/macuna/MUCHO(S)_MANY	MUCHO(S)_MANY	hairo	macuna	h a i r o
8102	huber1992/chimila/MUCHO(S)_MANY	MUCHO(S)_MANY	ᵐbúnne	chimila	ᵐ b ú n n e
8103	huber1992/chimila/MUCHO(S)_MANY	MUCHO(S)_MANY	kágwari	chimila	k á g w a r i
8534	huber1992/guayabero/MUCHO(S)_MANY	MUCHO(S)_MANY	maenk	guayabero	m a e n k
8535	huber1992/guayabero/MUCHO(S)_MANY	MUCHO(S)_MANY	piníet	guayabero	p i n í e t
8951	huber1992/embera chamí/MUCHO(S)_MANY	MUCHO(S)_MANY	ãréa	embera chamí	ã r é a
9337	huber1992/carapana/MUCHO(S)_MANY	MUCHO(S)_MANY	kapã́ãrã	carapana	k a p ã́ ã r ã
9338	huber1992/carapana/MUCHO(S)_MANY	MUCHO(S)_MANY	kapée	carapana	k a p é e
9711	huber1992/curripaco/MUCHO(S)_MANY	MUCHO(S)_MANY	aima	curripaco	a i m a
10054	huber1992/ika/MUCHO(S)_MANY	MUCHO(S)_MANY	reʔmási	ika	r e ʔ m á s i
10055	huber1992/ika/MUCHO(S)_MANY	MUCHO(S)_MANY	zəguró	ika	z ə g u r ó
10459	huber1992/catío/MUCHO(S)_MANY	MUCHO(S)_MANY	bío	catío	b í o
10460	huber1992/catío/MUCHO(S)_MANY	MUCHO(S)_MANY	kʰabaná	catío	k ʰ a b a n á
10865	huber1992/cubeo/MUCHO(S)_MANY	MUCHO(S)_MANY	obédiwi̵	cubeo	o b é d i w i̵
10866	huber1992/cubeo/MUCHO(S)_MANY	MUCHO(S)_MANY	obédi	cubeo	o b é d i
11357	huber1992/muinane/MUCHO(S)_MANY	MUCHO(S)_MANY	gíráámo	muinane	g í r á á m o
11358	huber1992/muinane/MUCHO(S)_MANY	MUCHO(S)_MANY	sííti̵	muinane	s í í t i̵
11823	huber1992/desano/MUCHO(S)_MANY	MUCHO(S)_MANY	bahárã	desano	b a h á r ã
11824	huber1992/desano/MUCHO(S)_MANY	MUCHO(S)_MANY	bahá	desano	b a h á
12197	huber1992/inga/MUCHO(S)_MANY	MUCHO(S)_MANY	áʧka	inga	á ʧ k a
12564	huber1992/dí̵mi̵na/MUCHO(S)_MANY	MUCHO(S)_MANY	bigwí	dí̵mi̵na	b i g w í
12565	huber1992/dí̵mi̵na/MUCHO(S)_MANY	MUCHO(S)_MANY	kumiŋʃa	dí̵mi̵na	k u m i ŋ ʃ a
12933	huber1992/embera Darién/MUCHO(S)_MANY	MUCHO(S)_MANY	zokʰãɾã	embera Darién	z o k ʰ ã ɾ ã
12934	huber1992/embera Darién/MUCHO(S)_MANY	MUCHO(S)_MANY	sokʰãɾã	embera Darién	s o k ʰ ã ɾ ã
13265	huber1992/nukak/MUCHO(S)_MANY	MUCHO(S)_MANY	dau²	nukak	d a u ²
13592	huber1992/jupda/MUCHO(S)_MANY	MUCHO(S)_MANY	dəb	jupda	d ə b
13933	huber1992/jitnu/MUCHO(S)_MANY	MUCHO(S)_MANY	atbó	jitnu	a t b ó
14321	huber1992/koreguaje/MUCHO(S)_MANY	MUCHO(S)_MANY	hainikʰo	koreguaje	h a i n i k ʰ o
14322	huber1992/koreguaje/MUCHO(S)_MANY	MUCHO(S)_MANY	ri̵a	koreguaje	r i̵ a
14739	huber1992/páez/MUCHO(S)_MANY	MUCHO(S)_MANY	kuh	páez	k u h
15180	huber1992/kakua/MUCHO(S)_MANY	MUCHO(S)_MANY	dawa³	kakua	d a w a ³
15625	huber1992/witoto mi̵ni̵ca/MUCHO(S)_MANY	MUCHO(S)_MANY	áiʤo	witoto mi̵ni̵ca	á i ʤ o
15626	huber1992/witoto mi̵ni̵ca/MUCHO(S)_MANY	MUCHO(S)_MANY	áiʤoráa	witoto mi̵ni̵ca	á i ʤ o r á a
16039	huber1992/kogui/MUCHO(S)_MANY	MUCHO(S)_MANY	məʧúwi	kogui	m ə ʧ ú w i
16463	huber1992/witoto ni̵pode/MUCHO(S)_MANY	MUCHO(S)_MANY	áiʤo	witoto ni̵pode	á i ʤ o
16920	huber1992/miraña/MUCHO(S)_MANY	MUCHO(S)_MANY	mítʰʲane	miraña	m í t ʰ ʲ a n e
17322	huber1992/piratapuyo/MUCHO(S)_MANY	MUCHO(S)_MANY	peje	piratapuyo	p e j e
17740	huber1992/playero/MUCHO(S)_MANY	MUCHO(S)_MANY	nawíta	playero	n a w í t a
18158	huber1992/witoto murui/MUCHO(S)_MANY	MUCHO(S)_MANY	aiʤuena	witoto murui	a i ʤ u e n a
18635	huber1992/ocaina/MUCHO(S)_MANY	MUCHO(S)_MANY	óóxɯ	ocaina	ó ó x ɯ
18984	huber1992/orejón/MUCHO(S)_MANY	MUCHO(S)_MANY	haje	orejón	h a j e
19375	huber1992/piapoco/MUCHO(S)_MANY	MUCHO(S)_MANY	madékaná	piapoco	m a d é k a n á
19376	huber1992/piapoco/MUCHO(S)_MANY	MUCHO(S)_MANY	manùbéejéi	piapoco	m a n ù b é e j é i
19761	huber1992/puinave/MUCHO(S)_MANY	MUCHO(S)_MANY	bak	puinave	b a k
20118	huber1992/resígaro/MUCHO(S)_MANY	MUCHO(S)_MANY	an̥epúúʔ	resígaro	a n̥ e p ú ú ʔ
20461	huber1992/sáliba/MUCHO(S)_MANY	MUCHO(S)_MANY	howe	sáliba	h o w e
20462	huber1992/sáliba/MUCHO(S)_MANY	MUCHO(S)_MANY	wĩdi	sáliba	w ĩ d i
20825	huber1992/siona/MUCHO(S)_MANY	MUCHO(S)_MANY	ai baʔije	siona	a i # b a ʔ i j e
20826	huber1992/siona/MUCHO(S)_MANY	MUCHO(S)_MANY	ai	siona	a i
20827	huber1992/siona/MUCHO(S)_MANY	MUCHO(S)_MANY	oje inanim	siona	o j e # i n a n i m
21204	huber1992/siriano/MUCHO(S)_MANY	MUCHO(S)_MANY	wárã	siriano	w á r ã
21205	huber1992/siriano/MUCHO(S)_MANY	MUCHO(S)_MANY	wári	siriano	w á r i
21583	huber1992/tatuyo/MUCHO(S)_MANY	MUCHO(S)_MANY	kápã́ãrã	tatuyo	k á p ã́ ã r ã
21584	huber1992/tatuyo/MUCHO(S)_MANY	MUCHO(S)_MANY	kapee	tatuyo	k a p e e
21962	huber1992/tucano/MUCHO(S)_MANY	MUCHO(S)_MANY	pahárã	tucano	p a h á r ã
21963	huber1992/tucano/MUCHO(S)_MANY	MUCHO(S)_MANY	pehé	tucano	p e h é
22746	huber1992/tanimuca/MUCHO(S)_MANY	MUCHO(S)_MANY	rĩkibãrã	tanimuca	r ĩ k i b ã r ã
22747	huber1992/tanimuca/MUCHO(S)_MANY	MUCHO(S)_MANY	rĩkibãka	tanimuca	r ĩ k i b ã k a
23111	huber1992/tunebo central/MUCHO(S)_MANY	MUCHO(S)_MANY	járhiro	tunebo central	j á r h i r o
23649	huber1992/tsafiqui pila/MUCHO(S)_MANY	MUCHO(S)_MANY	duke	tsafiqui pila	d u k e
23966	huber1992/totoró/MUCHO(S)_MANY	MUCHO(S)_MANY	ɕoka	totoró	ɕ o k a
23967	huber1992/totoró/MUCHO(S)_MANY	MUCHO(S)_MANY	tɕoka	totoró	t ɕ o k a
24316	huber1992/tuyuca/MUCHO(S)_MANY	MUCHO(S)_MANY	paí̵	tuyuca	p a í̵
24317	huber1992/tuyuca/MUCHO(S)_MANY	MUCHO(S)_MANY	peé	tuyuca	p e é
24797	huber1992/waimaja/MUCHO(S)_MANY	MUCHO(S)_MANY	pái̵	waimaja	p á i̵
24798	huber1992/waimaja/MUCHO(S)_MANY	MUCHO(S)_MANY	paíro	waimaja	p a í r o
24799	huber1992/waimaja/MUCHO(S)_MANY	MUCHO(S)_MANY	bí̵áro	waimaja	b í̵ á r o
25280	huber1992/wounaan/MUCHO(S)_MANY	MUCHO(S)_MANY	kʰapan	wounaan	k ʰ a p a n
25281	huber1992/wounaan/MUCHO(S)_MANY	MUCHO(S)_MANY	kʰapana	wounaan	k ʰ a p a n a
25697	huber1992/wanano/MUCHO(S)_MANY	MUCHO(S)_MANY	paji̵	wanano	p a j i̵
25698	huber1992/wanano/MUCHO(S)_MANY	MUCHO(S)_MANY	pʰiro	wanano	p ʰ i r o
26170	huber1992/wayuu/MUCHO(S)_MANY	MUCHO(S)_MANY	máima	wayuu	m á i m a
26171	huber1992/wayuu/MUCHO(S)_MANY	MUCHO(S)_MANY	máinma	wayuu	m á i n m a
26172	huber1992/wayuu/MUCHO(S)_MANY	MUCHO(S)_MANY	wáima	wayuu	w á i m a
26670	huber1992/yucuna/MUCHO(S)_MANY	MUCHO(S)_MANY	íkiʔi	yucuna	í k i ʔ i
26671	huber1992/yucuna/MUCHO(S)_MANY	MUCHO(S)_MANY	kaxrú	yucuna	k a x r ú
27018	huber1992/yukpa/MUCHO(S)_MANY	MUCHO(S)_MANY	tumómʧi̵	yukpa	t u m ó m ʧ i̵
27395	huber1992/yurutí/MUCHO(S)_MANY	MUCHO(S)_MANY	páhi̵	yurutí	p á h i̵
27396	huber1992/yurutí/MUCHO(S)_MANY	MUCHO(S)_MANY	páhe	yurutí	p á h e
#
42	huber1992/kamsá/MUJER_WOMAN	MUJER_WOMAN	ʃembása	kamsá	ʃ e m b á s a
425	huber1992/Español/MUJER_WOMAN	MUJER_WOMAN	mujer	Español	m u j e r
815	huber1992/baniva/MUJER_WOMAN	MUJER_WOMAN	ínaro	baniva	í n a r o
917	huber1992/English/MUJER_WOMAN	MUJER_WOMAN	woman	English	w o m a n
1289	huber1992/achagua/MUJER_WOMAN	MUJER_WOMAN	íina	achagua	í i n a
1290	huber1992/achagua/MUJER_WOMAN	MUJER_WOMAN	íinetoo	achagua	í i n e t o o
1673	huber1992/epena Saija/MUJER_WOMAN	MUJER_WOMAN	wẽìɾã	epena Saija	w ẽ ì ɾ ã
2081	huber1992/awa/MUJER_WOMAN	MUJER_WOMAN	aʃampa	awa	a ʃ a m p a
2466	huber1992/epena basurudó/MUJER_WOMAN	MUJER_WOMAN	wẽìɾã	epena basurudó	w ẽ ì ɾ ã
2841	huber1992/bora/MUJER_WOMAN	MUJER_WOMAN	kʷaʧe	bora	k ʷ a ʧ e
3536	huber1992/giacone/MUJER_WOMAN	MUJER_WOMAN	ínaru	giacone	í n a r u
3844	huber1992/barí/MUJER_WOMAN	MUJER_WOMAN	bioɾə	barí	b i o ɾ ə
4123	huber1992/bará/MUJER_WOMAN	MUJER_WOMAN	bahoko	bará	b a h o k o
4124	huber1992/bará/MUJER_WOMAN	MUJER_WOMAN	dũbĩõ	bará	d ũ b ĩ õ
4521	huber1992/guahibo/MUJER_WOMAN	MUJER_WOMAN	petíriwa:	guahibo	p e t í r i w a :
5055	huber1992/barasana/MUJER_WOMAN	MUJER_WOMAN	bãsõì	barasana	b ã s õ ì
5056	huber1992/barasana/MUJER_WOMAN	MUJER_WOMAN	rõbĩõ	barasana	r õ b ĩ õ
5597	huber1992/secoya/MUJER_WOMAN	MUJER_WOMAN	dõmĩo	secoya	d õ m ĩ o
5598	huber1992/secoya/MUJER_WOMAN	MUJER_WOMAN	pãĩo	secoya	p ã ĩ o
5968	huber1992/cha'palaachi/MUJER_WOMAN	MUJER_WOMAN	ʃinbu	cha'palaachi	ʃ i n b u
6322	huber1992/guambiano/MUJER_WOMAN	MUJER_WOMAN	iʃuk	guambiano	i ʃ u k
6649	huber1992/cuiba/MUJER_WOMAN	MUJER_WOMAN	petsiríwa	cuiba	p e t s i r í w a
6650	huber1992/cuiba/MUJER_WOMAN	MUJER_WOMAN	jabí̵jo	cuiba	j a b í̵ j o
7134	huber1992/carijona/MUJER_WOMAN	MUJER_WOMAN	weriʧi	carijona	w e r i ʧ i
7500	huber1992/macuna/MUJER_WOMAN	MUJER_WOMAN	bãsõ	macuna	b ã s õ
7501	huber1992/macuna/MUJER_WOMAN	MUJER_WOMAN	rõbĩõ	macuna	r õ b ĩ õ
7897	huber1992/chimila/MUJER_WOMAN	MUJER_WOMAN	júŋwiriʔ	chimila	j ú ŋ w i r i ʔ
8275	huber1992/guayabero/MUJER_WOMAN	MUJER_WOMAN	puwís	guayabero	p u w í s
8717	huber1992/embera chamí/MUJER_WOMAN	MUJER_WOMAN	wẽìɾã	embera chamí	w ẽ ì ɾ ã
9119	huber1992/carapana/MUJER_WOMAN	MUJER_WOMAN	kãìbãsóco	carapana	k ã ì b ã s ó c o
9498	huber1992/curripaco/MUJER_WOMAN	MUJER_WOMAN	inaro	curripaco	i n a r o
9859	huber1992/ika/MUJER_WOMAN	MUJER_WOMAN	aʔmía	ika	a ʔ m í a
10227	huber1992/catío/MUJER_WOMAN	MUJER_WOMAN	wẽìɾã	catío	w ẽ ì ɾ ã
10629	huber1992/cubeo/MUJER_WOMAN	MUJER_WOMAN	põẽìko	cubeo	p õ ẽ ì k o
10630	huber1992/cubeo/MUJER_WOMAN	MUJER_WOMAN	dõbĩõì	cubeo	d õ b ĩ õ ì
11040	huber1992/muinane/MUJER_WOMAN	MUJER_WOMAN	gáígo	muinane	g á í g o
11041	huber1992/muinane/MUJER_WOMAN	MUJER_WOMAN	míjámi̵nago	muinane	m í j á m i̵ n a g o
11593	huber1992/desano/MUJER_WOMAN	MUJER_WOMAN	dõbẽìo	desano	d õ b ẽ ì o
11995	huber1992/inga/MUJER_WOMAN	MUJER_WOMAN	wármi	inga	w á r m i
12358	huber1992/dí̵mi̵na/MUJER_WOMAN	MUJER_WOMAN	mena	dí̵mi̵na	m e n a
12730	huber1992/embera Darién/MUJER_WOMAN	MUJER_WOMAN	wẽìɾã	embera Darién	w ẽ ì ɾ ã
13083	huber1992/nukak/MUJER_WOMAN	MUJER_WOMAN	ni̵⁴mat¹	nukak	n i̵ ⁴ m a t ¹
13411	huber1992/jupda/MUJER_WOMAN	MUJER_WOMAN	tãʔãjd	jupda	t ã ʔ ã j d
13718	huber1992/jitnu/MUJER_WOMAN	MUJER_WOMAN	warapéni̵	jitnu	w a r a p é n i̵
14085	huber1992/koreguaje/MUJER_WOMAN	MUJER_WOMAN	pãio	koreguaje	p ã i o
14086	huber1992/koreguaje/MUJER_WOMAN	MUJER_WOMAN	romio	koreguaje	r o m i o
14505	huber1992/páez/MUJER_WOMAN	MUJER_WOMAN	uʔj	páez	u ʔ j
14922	huber1992/kakua/MUJER_WOMAN	MUJER_WOMAN	jad⁴	kakua	j a d ⁴
14923	huber1992/kakua/MUJER_WOMAN	MUJER_WOMAN	jad⁴ wili⁴	kakua	j a d ⁴ # w i l i ⁴
15360	huber1992/witoto mi̵ni̵ca/MUJER_WOMAN	MUJER_WOMAN	rɯìŋo	witoto mi̵ni̵ca	r ɯ ì ŋ o
15815	huber1992/kogui/MUJER_WOMAN	MUJER_WOMAN	múnʒi	kogui	m ú n ʒ i
16207	huber1992/witoto ni̵pode/MUJER_WOMAN	MUJER_WOMAN	rɯìŋo	witoto ni̵pode	r ɯ ì ŋ o
16675	huber1992/miraña/MUJER_WOMAN	MUJER_WOMAN	kʷaʧe	miraña	k ʷ a ʧ e
17104	huber1992/piratapuyo/MUJER_WOMAN	MUJER_WOMAN	dũbĩdõ	piratapuyo	d ũ b ĩ d õ
17105	huber1992/piratapuyo/MUJER_WOMAN	MUJER_WOMAN	bãsõdõ	piratapuyo	b ã s õ d õ
17502	huber1992/playero/MUJER_WOMAN	MUJER_WOMAN	petíriwa	playero	p e t í r i w a
17911	huber1992/witoto murui/MUJER_WOMAN	MUJER_WOMAN	rɯɲo	witoto murui	r ɯ ɲ o
18344	huber1992/ocaina/MUJER_WOMAN	MUJER_WOMAN	maami	ocaina	m a a m i
18828	huber1992/orejón/MUJER_WOMAN	MUJER_WOMAN	dõbĩo	orejón	d õ b ĩ o
19126	huber1992/piapoco/MUJER_WOMAN	MUJER_WOMAN	inanái	piapoco	i n a n á i
19566	huber1992/puinave/MUJER_WOMAN	MUJER_WOMAN	den	puinave	d e n
19914	huber1992/resígaro/MUJER_WOMAN	MUJER_WOMAN	ináadó	resígaro	i n á a d ó
20270	huber1992/sáliba/MUJER_WOMAN	MUJER_WOMAN	ɲaaxu	sáliba	ɲ a a x u
20626	huber1992/siona/MUJER_WOMAN	MUJER_WOMAN	dõmĩgo	siona	d õ m ĩ g o
20627	huber1992/siona/MUJER_WOMAN	MUJER_WOMAN	bãĩgo	siona	b ã ĩ g o
20980	huber1992/siriano/MUJER_WOMAN	MUJER_WOMAN	bãsákó	siriano	b ã s á k ó
20981	huber1992/siriano/MUJER_WOMAN	MUJER_WOMAN	dõbẽìõì	siriano	d õ b ẽ ì õ ì
21367	huber1992/tatuyo/MUJER_WOMAN	MUJER_WOMAN	kãìbãhõìko	tatuyo	k ã ì b ã h õ ì k o
21740	huber1992/tucano/MUJER_WOMAN	MUJER_WOMAN	bãsõì	tucano	b ã s õ ì
21741	huber1992/tucano/MUJER_WOMAN	MUJER_WOMAN	dũìbĩìõì	tucano	d ũ ì b ĩ ì õ ì
22136	huber1992/embera Tadó/MUJER_WOMAN	MUJER_WOMAN	wẽìɾã	embera Tadó	w ẽ ì ɾ ã
22522	huber1992/tanimuca/MUJER_WOMAN	MUJER_WOMAN	rõbõ	tanimuca	r õ b õ
22523	huber1992/tanimuca/MUJER_WOMAN	MUJER_WOMAN	rõbĩtika	tanimuca	r õ b ĩ t i k a
23127	huber1992/tunebo central/MUJER_WOMAN	MUJER_WOMAN	wiw̃ara	tunebo central	w i w̃ a r a
23250	huber1992/tariano/MUJER_WOMAN	MUJER_WOMAN	ʔína	tariano	ʔ í n a
23443	huber1992/tsafiqui pila/MUJER_WOMAN	MUJER_WOMAN	sona	tsafiqui pila	s o n a
23804	huber1992/totoró/MUJER_WOMAN	MUJER_WOMAN	iʃuk	totoró	i ʃ u k
24104	huber1992/tuyuca/MUJER_WOMAN	MUJER_WOMAN	basokó	tuyuca	b a s o k ó
24105	huber1992/tuyuca/MUJER_WOMAN	MUJER_WOMAN	dũbĩõì	tuyuca	d ũ b ĩ õ ì
24491	huber1992/waimaja/MUJER_WOMAN	MUJER_WOMAN	bóhókó	waimaja	b ó h ó k ó
24492	huber1992/waimaja/MUJER_WOMAN	MUJER_WOMAN	dõbĩìõì	waimaja	d õ b ĩ ì õ ì
25031	huber1992/wounaan/MUJER_WOMAN	MUJER_WOMAN	ɯɯi	wounaan	ɯ ɯ i
25475	huber1992/wanano/MUJER_WOMAN	MUJER_WOMAN	dũbĩdõ	wanano	d ũ b ĩ d õ
25476	huber1992/wanano/MUJER_WOMAN	MUJER_WOMAN	bãsõdõ	wanano	b ã s õ d õ
25884	huber1992/wayuu/MUJER_WOMAN	MUJER_WOMAN	hiéri̵	wayuu	h i é r i̵
26428	huber1992/yucuna/MUJER_WOMAN	MUJER_WOMAN	inanáru	yucuna	i n a n á r u
26824	huber1992/yukpa/MUJER_WOMAN	MUJER_WOMAN	woréʔpa	yukpa	w o r é ʔ p a
27177	huber1992/yurutí/MUJER_WOMAN	MUJER_WOMAN	basokó	yurutí	b a s o k ó
27178	huber1992/yurutí/MUJER_WOMAN	MUJER_WOMAN	dõìbĩõ	yurutí	d õ ì b ĩ õ
#
117	huber1992/kamsá/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	ʧimbiláko	kamsá	ʧ i m b i l á k o
500	huber1992/Español/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	murciélago	Español	m u r c i é l a g o
983	huber1992/English/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	bat	English	b a t
1356	huber1992/achagua/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	híʃiʒi	achagua	h í ʃ i ʒ i
1744	huber1992/epena Saija/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	ĩ́kʰa	epena Saija	ĩ́ k ʰ a
1745	huber1992/epena Saija/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	imiʧíʧi	epena Saija	i m i ʧ í ʧ i
2140	huber1992/awa/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	ʧitakul	awa	ʧ i t a k u l
2525	huber1992/epena basurudó/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	ĩkʰá	epena basurudó	ĩ k ʰ á
2952	huber1992/bora/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	kʰíkʰiíxʲe	bora	k ʰ í k ʰ i í x ʲ e
3600	huber1992/giacone/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	piílsiri	giacone	p i í l s i r i
4194	huber1992/bará/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	oho	bará	o h o
4611	huber1992/guahibo/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	hawasírito	guahibo	h a w a s í r i t o
4612	huber1992/guahibo/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	hawasírto	guahibo	h a w a s í r t o
4613	huber1992/guahibo/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	hawái̵to	guahibo	h a w á i̵ t o
5124	huber1992/barasana/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	osó	barasana	o s ó
5663	huber1992/secoya/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	ojo	secoya	o j o
6029	huber1992/cha'palaachi/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	ʃupa	cha'palaachi	ʃ u p a
6372	huber1992/guambiano/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	ki̵lʲĩ tsim	guambiano	k i̵ l ʲ ĩ # t s i m
6732	huber1992/cuiba/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	hawatsíto	cuiba	h a w a t s í t o
6733	huber1992/cuiba/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	hautsíto	cuiba	h a u t s í t o
7199	huber1992/carijona/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	rere	carijona	r e r e
7566	huber1992/macuna/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	oso	macuna	o s o
7954	huber1992/chimila/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	láawi	chimila	l á a w i
8346	huber1992/guayabero/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	hí̵awat	guayabero	h í̵ a w a t
8786	huber1992/embera chamí/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	ĩ́kʰa	embera chamí	ĩ́ k ʰ a
9184	huber1992/carapana/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	ósó	carapana	ó s ó
9561	huber1992/curripaco/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	pitiri	curripaco	p i t i r i
9915	huber1992/ika/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	ʤúgu	ika	ʤ ú g u
10300	huber1992/catío/MURCIÉLAGO_BAT	MURCIÉLAGO_BAT	ĩkʰá	catío	ĩ k ʰ á
