# Wordlist

# META
@date:2012-11-23
@source_author:Huber, Randall Q. & Reed, Robert B.
@source_title:VOCABULARIO COMPARATIVO - Palabras Selectas de Lenguas Indígenas de Colombia
@source_year:1992
@url:http://www.quanthistling.info/data/source/huber1992/wordlist.html

# DATA
ID	QLCID	CONCEPT	COUNTERPART	DOCULECT
17821	huber1992/playero/CORTO_SHORT	CORTO_SHORT	marerékike	playero
18245	huber1992/witoto murui/CORTO_SHORT	CORTO_SHORT	ianoride	witoto murui
18737	huber1992/ocaina/CORTO_SHORT	CORTO_SHORT	ĩhã́hɯ̃	ocaina
19478	huber1992/piapoco/CORTO_SHORT	CORTO_SHORT	maléenéeri	piapoco
19840	huber1992/puinave/CORTO_SHORT	CORTO_SHORT	põm	puinave
20189	huber1992/resígaro/CORTO_SHORT	CORTO_SHORT	matsʰóʔ	resígaro
20545	huber1992/sáliba/CORTO_SHORT	CORTO_SHORT	sõkʷi	sáliba
20900	huber1992/siona/CORTO_SHORT	CORTO_SHORT	bi̵ʔhegi̵	siona
21286	huber1992/siriano/CORTO_SHORT	CORTO_SHORT	jeʔbá	siriano
21659	huber1992/tatuyo/CORTO_SHORT	CORTO_SHORT	jepáro	tatuyo
22043	huber1992/tucano/CORTO_SHORT	CORTO_SHORT	joati	tucano
22438	huber1992/embera Tadó/CORTO_SHORT	CORTO_SHORT	kʰakʰatʰúa	embera Tadó
22830	huber1992/tanimuca/CORTO_SHORT	CORTO_SHORT	jeʔe	tanimuca
23185	huber1992/tunebo central/CORTO_SHORT	CORTO_SHORT	énara bátro	tunebo central
23727	huber1992/tsafiqui pila/CORTO_SHORT	CORTO_SHORT	napukan	tsafiqui pila
24034	huber1992/totoró/CORTO_SHORT	CORTO_SHORT	moʧoki̵tan	totoró
24397	huber1992/tuyuca/CORTO_SHORT	CORTO_SHORT	joáe	tuyuca
24916	huber1992/waimaja/CORTO_SHORT	CORTO_SHORT	joárobẽẽ	waimaja
24917	huber1992/waimaja/CORTO_SHORT	CORTO_SHORT	joati	waimaja
25379	huber1992/wounaan/CORTO_SHORT	CORTO_SHORT	bɯtʰɯ	wounaan
25380	huber1992/wounaan/CORTO_SHORT	CORTO_SHORT	bɯgtʰɯ	wounaan
25781	huber1992/wanano/CORTO_SHORT	CORTO_SHORT	jaʔwari	wanano
26297	huber1992/wayuu/CORTO_SHORT	CORTO_SHORT	hoʔúuʧon	wayuu
26298	huber1992/wayuu/CORTO_SHORT	CORTO_SHORT	mótsoʧon	wayuu
26753	huber1992/yucuna/CORTO_SHORT	CORTO_SHORT	metaxláni	yucuna
27090	huber1992/yukpa/CORTO_SHORT	CORTO_SHORT	téʔwe	yukpa
27473	huber1992/yurutí/CORTO_SHORT	CORTO_SHORT	jépa	yurutí
27474	huber1992/yurutí/CORTO_SHORT	CORTO_SHORT	upádi̵ka	yurutí
#
364	huber1992/kamsá/COSER_SEW	COSER_SEW	xuaxonajána	kamsá
1612	huber1992/achagua/COSER_SEW	COSER_SEW	súkua	achagua
2015	huber1992/epena Saija/COSER_SEW	COSER_SEW	kʰaatʰi̵	epena Saija
2404	huber1992/awa/COSER_SEW	COSER_SEW	si̵pna	awa
2752	huber1992/epena basurudó/COSER_SEW	COSER_SEW	kʰaa	epena basurudó
3455	huber1992/bora/COSER_SEW	COSER_SEW	tsi̵xkʰo	bora
3784	huber1992/giacone/COSER_SEW	COSER_SEW	liuajanánipe	giacone
4450	huber1992/bará/COSER_SEW	COSER_SEW	ee	bará
4969	huber1992/guahibo/COSER_SEW	COSER_SEW	horóka	guahibo
5414	huber1992/barasana/COSER_SEW	COSER_SEW	tiá	barasana
5910	huber1992/secoya/COSER_SEW	COSER_SEW	dãʔdũjẽ	secoya
6264	huber1992/cha'palaachi/COSER_SEW	COSER_SEW	punnu	cha'palaachi
6585	huber1992/guambiano/COSER_SEW	COSER_SEW	tsuʃip	guambiano
7064	huber1992/cuiba/COSER_SEW	COSER_SEW	hóroka	cuiba
7065	huber1992/cuiba/COSER_SEW	COSER_SEW	xi̵xí̵ka	cuiba
7434	huber1992/carijona/COSER_SEW	COSER_SEW	iragɯ	carijona
7435	huber1992/carijona/COSER_SEW	COSER_SEW	iranʲa	carijona
7831	huber1992/macuna/COSER_SEW	COSER_SEW	hia	macuna
8211	huber1992/chimila/COSER_SEW	COSER_SEW	wáŋaʔ hítta	chimila
8647	huber1992/guayabero/COSER_SEW	COSER_SEW	atów	guayabero
9058	huber1992/embera chamí/COSER_SEW	COSER_SEW	kʰaatʰi̵	embera chamí
9440	huber1992/carapana/COSER_SEW	COSER_SEW	ée	carapana
9805	huber1992/curripaco/COSER_SEW	COSER_SEW	paokoka	curripaco
10165	huber1992/ika/COSER_SEW	COSER_SEW	kúʤən	ika
10567	huber1992/catío/COSER_SEW	COSER_SEW	kʰasu	catío
10971	huber1992/cubeo/COSER_SEW	COSER_SEW	dãrẽ́jĩ̵	cubeo
11518	huber1992/muinane/COSER_SEW	COSER_SEW	ɸáʤúúʔi	muinane
11933	huber1992/desano/COSER_SEW	COSER_SEW	eá	desano
12298	huber1992/inga/COSER_SEW	COSER_SEW	siráj	inga
12663	huber1992/dí̵mi̵na/COSER_SEW	COSER_SEW	ʃiiúʃi	dí̵mi̵na
13026	huber1992/embera Darién/COSER_SEW	COSER_SEW	kʰiahu	embera Darién
13354	huber1992/nukak/COSER_SEW	COSER_SEW	kãʔ⁴	nukak
13663	huber1992/jupda/COSER_SEW	COSER_SEW	ʧuhuj	jupda
14025	huber1992/jitnu/COSER_SEW	COSER_SEW	horkí̵	jitnu
14437	huber1992/koreguaje/COSER_SEW	COSER_SEW	hua	koreguaje
14859	huber1992/páez/COSER_SEW	COSER_SEW	kats	páez
15292	huber1992/kakua/COSER_SEW	COSER_SEW	waj⁴	kakua
15749	huber1992/witoto mi̵ni̵ca/COSER_SEW	COSER_SEW	tɯɸóde	witoto mi̵ni̵ca
16145	huber1992/kogui/COSER_SEW	COSER_SEW	ʃihiṹwi	kogui
16573	huber1992/witoto ni̵pode/COSER_SEW	COSER_SEW	tɯpóde	witoto ni̵pode
17034	huber1992/miraña/COSER_SEW	COSER_SEW	tsi̵hkʰo	miraña
17432	huber1992/piratapuyo/COSER_SEW	COSER_SEW	oʔse	piratapuyo
17847	huber1992/playero/COSER_SEW	COSER_SEW	horóka	playero
18270	huber1992/witoto murui/COSER_SEW	COSER_SEW	tɯɸode	witoto murui
18761	huber1992/ocaina/COSER_SEW	COSER_SEW	mõõtʲo	ocaina
19058	huber1992/orejón/COSER_SEW	COSER_SEW	dĩ̵hẽji	orejón
19501	huber1992/piapoco/COSER_SEW	COSER_SEW	wasukúaka	piapoco
19859	huber1992/puinave/COSER_SEW	COSER_SEW	tõm	puinave
20211	huber1992/resígaro/COSER_SEW	COSER_SEW	tsanin̥ú	resígaro
20568	huber1992/sáliba/COSER_SEW	COSER_SEW	sehahaʔa	sáliba
20920	huber1992/siona/COSER_SEW	COSER_SEW	tãʔnĩ̵go	siona
21309	huber1992/siriano/COSER_SEW	COSER_SEW	eá	siriano
21680	huber1992/tatuyo/COSER_SEW	COSER_SEW	ée	tatuyo
22065	huber1992/tucano/COSER_SEW	COSER_SEW	dero	tucano
22462	huber1992/embera Tadó/COSER_SEW	COSER_SEW	kʰaatʰi̵	embera Tadó
22859	huber1992/tanimuca/COSER_SEW	COSER_SEW	puʔarika	tanimuca
23204	huber1992/tunebo central/COSER_SEW	COSER_SEW	kekínro	tunebo central
23748	huber1992/tsafiqui pila/COSER_SEW	COSER_SEW	oro	tsafiqui pila
24052	huber1992/totoró/COSER_SEW	COSER_SEW	tɕi̵ɕi̵p	totoró
24419	huber1992/tuyuca/COSER_SEW	COSER_SEW	heé	tuyuca
24953	huber1992/waimaja/COSER_SEW	COSER_SEW	ée	waimaja
25417	huber1992/wounaan/COSER_SEW	COSER_SEW	kʰa	wounaan
25805	huber1992/wanano/COSER_SEW	COSER_SEW	dere	wanano
26336	huber1992/wayuu/COSER_SEW	COSER_SEW	ajapí̵haa	wayuu
26774	huber1992/yucuna/COSER_SEW	COSER_SEW	kuhípaʔakahe	yucuna
27112	huber1992/yukpa/COSER_SEW	COSER_SEW	áska	yukpa
27499	huber1992/yurutí/COSER_SEW	COSER_SEW	ée	yurutí
#
51	huber1992/kamsá/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	ɕeɕóna	kamsá
52	huber1992/kamsá/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	ɕoɕóna	kamsá
1298	huber1992/achagua/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	kiʒakuá	achagua
1679	huber1992/epena Saija/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	ʧákʰe	epena Saija
1680	huber1992/epena Saija/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wára ʧákʰe	epena Saija
1681	huber1992/epena Saija/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wára ʧái	epena Saija
1682	huber1992/epena Saija/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	jãjã	epena Saija
2087	huber1992/awa/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	paʃpa kuna	awa
2426	huber1992/epena basurudó/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	i̵mi̵kʰĩ́rã ʧe	epena basurudó
2427	huber1992/epena basurudó/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	ʧe	epena basurudó
2853	huber1992/bora/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	tsʰí̵í̵mene	bora
3546	huber1992/giacone/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	iaánape	giacone
3850	huber1992/barí/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	hakuɾə	barí
4132	huber1992/bará/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wĩbãgĩ̵	bará
4133	huber1992/bará/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wĩbãgõ	bará
4529	huber1992/guahibo/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	penákueto	guahibo
4530	huber1992/guahibo/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	pehewaxíni̵:	guahibo
5064	huber1992/barasana/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	sũkã	barasana
5604	huber1992/secoya/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	sĩtuʔu	secoya
5974	huber1992/cha'palaachi/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	kahuahua	cha'palaachi
6328	huber1992/guambiano/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	uni̵	guambiano
6658	huber1992/cuiba/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	pexuíjo	cuiba
7142	huber1992/carijona/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	muri muguru	carijona
7509	huber1992/macuna/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	haibeki̵	macuna
7903	huber1992/chimila/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	ógwe tíiɾiniʔ	chimila
8281	huber1992/guayabero/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	naxí̵wal	guayabero
8723	huber1992/embera chamí/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	ʧékʰe	embera chamí
8724	huber1992/embera chamí/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wár ʧékʰe	embera chamí
9127	huber1992/carapana/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	kãwĩ́bã́ĩ̵	carapana
9504	huber1992/curripaco/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	iempeti	curripaco
9866	huber1992/ika/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	zízi	ika
10233	huber1992/catío/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	zakʰe	catío
10234	huber1992/catío/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wara zakʰe	catío
10235	huber1992/catío/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wawã	catío
10638	huber1992/cubeo/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	hi̵éjóhĩ́ki̵	cubeo
11054	huber1992/muinane/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	séemene	muinane
11599	huber1992/desano/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	bãhĩgĩ̵	desano
12001	huber1992/inga/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wáwa	inga
12366	huber1992/dí̵mi̵na/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	soma	dí̵mi̵na
12737	huber1992/embera Darién/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	zakʰe	embera Darién
12738	huber1992/embera Darién/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wára zakʰe	embera Darién
12739	huber1992/embera Darién/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wãìwã	embera Darién
13089	huber1992/nukak/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wɛʔ⁴	nukak
13418	huber1992/jupda/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	tæ̃h	jupda
13727	huber1992/jitnu/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	jawír	jitnu
13728	huber1992/jitnu/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	jawírbaʧ	jitnu
14092	huber1992/koreguaje/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	ʤĩi	koreguaje
14513	huber1992/páez/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	luuʧ leʔʧkwe	páez
14935	huber1992/kakua/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	webit¹	kakua
15367	huber1992/witoto mi̵ni̵ca/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	úrue	witoto mi̵ni̵ca
15823	huber1992/kogui/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	somá ʧíʧi	kogui
16213	huber1992/witoto ni̵pode/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	híɯta	witoto ni̵pode
16686	huber1992/miraña/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	tsʰí̵í̵mene	miraña
17111	huber1992/piratapuyo/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	dĩhĩdõgã	piratapuyo
17511	huber1992/playero/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	peníɸueto	playero
17512	huber1992/playero/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	itsáni̵ ɸíapéwahini̵	playero
17917	huber1992/witoto murui/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	urue	witoto murui
18351	huber1992/ocaina/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	xaβĩĩ	ocaina
18833	huber1992/orejón/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	ʔĩ	orejón
19133	huber1992/piapoco/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	kìrasìi	piapoco
19134	huber1992/piapoco/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	kìrasìi kìrasiì	piapoco
19572	huber1992/puinave/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	takət	puinave
19920	huber1992/resígaro/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	ʤaánú	resígaro
20276	huber1992/sáliba/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	neexẽ	sáliba
20635	huber1992/siona/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	zĩ	siona
20989	huber1992/siriano/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	bãhĩ́gĩ̵	siriano
21375	huber1992/tatuyo/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	kãdakei	tatuyo
21748	huber1992/tucano/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wĩʔbãgĩì̵	tucano
22142	huber1992/embera Tadó/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	ʧákʰe	embera Tadó
22143	huber1992/embera Tadó/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wára ʧákʰe	embera Tadó
22531	huber1992/tanimuca/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	bãkarãririka	tanimuca
22924	huber1992/tunebo central/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	buwáʃkʷara	tunebo central
23449	huber1992/tsafiqui pila/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	tsotso na	tsafiqui pila
23810	huber1992/totoró/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	caʃioni̵	totoró
24111	huber1992/tuyuca/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wĩbã́gĩ̵	tuyuca
24501	huber1992/waimaja/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wĩ́bã́gĩ̵	waimaja
24502	huber1992/waimaja/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wĩ́bã́gõ	waimaja
25038	huber1992/wounaan/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	ʧaai	wounaan
25039	huber1992/wounaan/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	moɾit	wounaan
25484	huber1992/wanano/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wĩʔãrirokã	wanano
25891	huber1992/wayuu/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	hoʔúu	wayuu
26436	huber1992/yucuna/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	kerákoʔopi	yucuna
26830	huber1992/yukpa/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	kaʔʧáʃe	yukpa
27184	huber1992/yurutí/CRIATURA_BABY, INFANT	CRIATURA_BABY, INFANT	wĩ́ĩbãgĩ̵	yurutí
#
299	huber1992/kamsá/CUANDO_WHEN	CUANDO_WHEN	ntséko	kamsá
300	huber1992/kamsá/CUANDO_WHEN	CUANDO_WHEN	ntséko ora	kamsá
1381	huber1992/achagua/CUANDO_WHEN	CUANDO_WHEN	naa	achagua
1382	huber1992/achagua/CUANDO_WHEN	CUANDO_WHEN	háikta	achagua
1383	huber1992/achagua/CUANDO_WHEN	CUANDO_WHEN	ʧakálitaʃia	achagua
1384	huber1992/achagua/CUANDO_WHEN	CUANDO_WHEN	háiwa	achagua
1385	huber1992/achagua/CUANDO_WHEN	CUANDO_WHEN	ʧakálita	achagua
1952	huber1992/epena Saija/CUANDO_WHEN	CUANDO_WHEN	sãapái	epena Saija
2337	huber1992/awa/CUANDO_WHEN	CUANDO_WHEN	miʧa uta	awa
2702	huber1992/epena basurudó/CUANDO_WHEN	CUANDO_WHEN	saapáe	epena basurudó
3334	huber1992/bora/CUANDO_WHEN	CUANDO_WHEN	kʰookʰa	bora
3335	huber1992/bora/CUANDO_WHEN	CUANDO_WHEN	mɯ́ixʲɯ́ʔxáa	bora
3754	huber1992/giacone/CUANDO_WHEN	CUANDO_WHEN	kuémaka	giacone
4391	huber1992/bará/CUANDO_WHEN	CUANDO_WHEN	deero biiri	bará
4887	huber1992/guahibo/CUANDO_WHEN	CUANDO_WHEN	pakúhinae	guahibo
5343	huber1992/barasana/CUANDO_WHEN	CUANDO_WHEN	dṍ kṍrõ	barasana
5344	huber1992/barasana/CUANDO_WHEN	CUANDO_WHEN	dika	barasana
5851	huber1992/secoya/CUANDO_WHEN	CUANDO_WHEN	hesoe	secoya
6206	huber1992/cha'palaachi/CUANDO_WHEN	CUANDO_WHEN	naama	cha'palaachi
6534	huber1992/guambiano/CUANDO_WHEN	CUANDO_WHEN	mana	guambiano
6985	huber1992/cuiba/CUANDO_WHEN	CUANDO_WHEN	éta poxónae	cuiba
6986	huber1992/cuiba/CUANDO_WHEN	CUANDO_WHEN	poxonae	cuiba
7381	huber1992/carijona/CUANDO_WHEN	CUANDO_WHEN	etahatawɯ	carijona
7771	huber1992/macuna/CUANDO_WHEN	CUANDO_WHEN	dõ kãtã	macuna
8151	huber1992/chimila/CUANDO_WHEN	CUANDO_WHEN	ᵐbuuraʔ	chimila
8587	huber1992/guayabero/CUANDO_WHEN	CUANDO_WHEN	maswí̵t	guayabero
8993	huber1992/embera chamí/CUANDO_WHEN	CUANDO_WHEN	sakʰája	embera chamí
9384	huber1992/carapana/CUANDO_WHEN	CUANDO_WHEN	dṍõkã́rõ	carapana
9385	huber1992/carapana/CUANDO_WHEN	CUANDO_WHEN	diwatóa	carapana
9751	huber1992/curripaco/CUANDO_WHEN	CUANDO_WHEN	kuánka	curripaco
10106	huber1992/ika/CUANDO_WHEN	CUANDO_WHEN	bin zari	ika
10503	huber1992/catío/CUANDO_WHEN	CUANDO_WHEN	sṍbe	catío
10911	huber1992/cubeo/CUANDO_WHEN	CUANDO_WHEN	aípijede	cubeo
11431	huber1992/muinane/CUANDO_WHEN	CUANDO_WHEN	súmi	muinane
11432	huber1992/muinane/CUANDO_WHEN	CUANDO_WHEN	kúsúmi	muinane
11873	huber1992/desano/CUANDO_WHEN	CUANDO_WHEN	doʔpã́rĩkĩ̵	desano
12244	huber1992/inga/CUANDO_WHEN	CUANDO_WHEN	imaúra	inga
12613	huber1992/dí̵mi̵na/CUANDO_WHEN	CUANDO_WHEN	buje	dí̵mi̵na
12975	huber1992/embera Darién/CUANDO_WHEN	CUANDO_WHEN	sã́pe	embera Darién
13306	huber1992/nukak/CUANDO_WHEN	CUANDO_WHEN	dee³mani̵ʔ⁴	nukak
13631	huber1992/jupda/CUANDO_WHEN	CUANDO_WHEN	hə̃bẽj	jupda
13975	huber1992/jitnu/CUANDO_WHEN	CUANDO_WHEN	ipokén	jitnu
14369	huber1992/koreguaje/CUANDO_WHEN	CUANDO_WHEN	kheri̵mi̵	koreguaje
14370	huber1992/koreguaje/CUANDO_WHEN	CUANDO_WHEN	heri̵mi̵	koreguaje
14784	huber1992/páez/CUANDO_WHEN	CUANDO_WHEN	baɣaʧ	páez
14785	huber1992/páez/CUANDO_WHEN	CUANDO_WHEN	maʔwẽn	páez
15224	huber1992/kakua/CUANDO_WHEN	CUANDO_WHEN	de²boliʔ² ca³	kakua
15677	huber1992/witoto mi̵ni̵ca/CUANDO_WHEN	CUANDO_WHEN	nɯrúido	witoto mi̵ni̵ca
16086	huber1992/kogui/CUANDO_WHEN	CUANDO_WHEN	mitsə́k	kogui
16509	huber1992/witoto ni̵pode/CUANDO_WHEN	CUANDO_WHEN	nɯrúido	witoto ni̵pode
16968	huber1992/miraña/CUANDO_WHEN	CUANDO_WHEN	mɯ́ihɯ́hɯ	miraña
17367	huber1992/piratapuyo/CUANDO_WHEN	CUANDO_WHEN	di̵ʔse ihigĩ̵	piratapuyo
17785	huber1992/playero/CUANDO_WHEN	CUANDO_WHEN	ínʧa honéta	playero
18206	huber1992/witoto murui/CUANDO_WHEN	CUANDO_WHEN	nɯruido	witoto murui
18697	huber1992/ocaina/CUANDO_WHEN	CUANDO_WHEN	dzoʔkã	ocaina
18698	huber1992/ocaina/CUANDO_WHEN	CUANDO_WHEN	dzoʔaa	ocaina
19435	huber1992/piapoco/CUANDO_WHEN	CUANDO_WHEN	kàikaalíná	piapoco
19803	huber1992/puinave/CUANDO_WHEN	CUANDO_WHEN	bəj ɾik bat	puinave
19804	huber1992/puinave/CUANDO_WHEN	CUANDO_WHEN	bəlow	puinave
20156	huber1992/resígaro/CUANDO_WHEN	CUANDO_WHEN	hideeʔtsí	resígaro
20511	huber1992/sáliba/CUANDO_WHEN	CUANDO_WHEN	umexẽnaha	sáliba
20873	huber1992/siona/CUANDO_WHEN	CUANDO_WHEN	keheito	siona
21249	huber1992/siriano/CUANDO_WHEN	CUANDO_WHEN	dípoe	siriano
21628	huber1992/tatuyo/CUANDO_WHEN	CUANDO_WHEN	dṍokõo	tatuyo
22007	huber1992/tucano/CUANDO_WHEN	CUANDO_WHEN	deʔro dĩkã́	tucano
22403	huber1992/embera Tadó/CUANDO_WHEN	CUANDO_WHEN	sabái	embera Tadó
22792	huber1992/tanimuca/CUANDO_WHEN	CUANDO_WHEN	bãrãpate	tanimuca
23152	huber1992/tunebo central/CUANDO_WHEN	CUANDO_WHEN	bitáta	tunebo central
23689	huber1992/tsafiqui pila/CUANDO_WHEN	CUANDO_WHEN	numasi	tsafiqui pila
24004	huber1992/totoró/CUANDO_WHEN	CUANDO_WHEN	mana	totoró
24359	huber1992/tuyuca/CUANDO_WHEN	CUANDO_WHEN	deébiri	tuyuca
24863	huber1992/waimaja/CUANDO_WHEN	CUANDO_WHEN	dõkṍró	waimaja
24864	huber1992/waimaja/CUANDO_WHEN	CUANDO_WHEN	díí watoa	waimaja
24865	huber1992/waimaja/CUANDO_WHEN	CUANDO_WHEN	díwatoa	waimaja
24866	huber1992/waimaja/CUANDO_WHEN	CUANDO_WHEN	int	waimaja
25331	huber1992/wounaan/CUANDO_WHEN	CUANDO_WHEN	hãagwai	wounaan
25743	huber1992/wanano/CUANDO_WHEN	CUANDO_WHEN	doʔse hiʧi̵	wanano
26242	huber1992/wayuu/CUANDO_WHEN	CUANDO_WHEN	hóuha	wayuu
26713	huber1992/yucuna/CUANDO_WHEN	CUANDO_WHEN	mekeʧámi	yucuna
27059	huber1992/yukpa/CUANDO_WHEN	CUANDO_WHEN	ki̵táwotk	yukpa
27440	huber1992/yurutí/CUANDO_WHEN	CUANDO_WHEN	dõkã́watoa	yurutí
27441	huber1992/yurutí/CUANDO_WHEN	CUANDO_WHEN	jẽrõkã	yurutí
#
181	huber1992/kamsá/CUATRO_FOUR	CUATRO_FOUR	kánta	kamsá
1433	huber1992/achagua/CUATRO_FOUR	CUATRO_FOUR	kuátru	achagua
1831	huber1992/epena Saija/CUATRO_FOUR	CUATRO_FOUR	kʰimáɾĩ	epena Saija
2216	huber1992/awa/CUATRO_FOUR	CUATRO_FOUR	ampata	awa
2605	huber1992/epena basurudó/CUATRO_FOUR	CUATRO_FOUR	kʰimáɾĩ	epena basurudó
3106	huber1992/bora/CUATRO_FOUR	CUATRO_FOUR	pʰí̵í̵neeʔóxtsʰí̵	bora
3663	huber1992/giacone/CUATRO_FOUR	CUATRO_FOUR	kekpúnipe	giacone
3944	huber1992/barí/CUATRO_FOUR	CUATRO_FOUR	bətitikorə	barí
4279	huber1992/bará/CUATRO_FOUR	CUATRO_FOUR	bapári	bará
4719	huber1992/guahibo/CUATRO_FOUR	CUATRO_FOUR	penajánatsi	guahibo
5211	huber1992/barasana/CUATRO_FOUR	CUATRO_FOUR	babári	barasana
5212	huber1992/barasana/CUATRO_FOUR	CUATRO_FOUR	babárikãrãkã	barasana
5738	huber1992/secoya/CUATRO_FOUR	CUATRO_FOUR	kahese	secoya
6099	huber1992/cha'palaachi/CUATRO_FOUR	CUATRO_FOUR	taapalʲu	cha'palaachi
6426	huber1992/guambiano/CUATRO_FOUR	CUATRO_FOUR	pip	guambiano
6835	huber1992/cuiba/CUATRO_FOUR	CUATRO_FOUR	nakuétabe	cuiba
7273	huber1992/carijona/CUATRO_FOUR	CUATRO_FOUR	kɯnɯtɯkɯrɯnɯ	carijona
7649	huber1992/macuna/CUATRO_FOUR	CUATRO_FOUR	hi̵aria	macuna
8028	huber1992/chimila/CUATRO_FOUR	CUATRO_FOUR	ᵐbríijéeʔe	chimila
8453	huber1992/guayabero/CUATRO_FOUR	CUATRO_FOUR	naʧálaxhe	guayabero
8870	huber1992/embera chamí/CUATRO_FOUR	CUATRO_FOUR	kʰimáɾẽ	embera chamí
9263	huber1992/carapana/CUATRO_FOUR	CUATRO_FOUR	baparikã́dã́kã	carapana
